source_poi_id,HYD005643,HYD009621,HYD000167,HYD000221,HYD009610,HYD000138,HYD009615,HYD009268,HYD009757,HYD009279,HYD009741,HYD009774,HYD000216,HYD000234,HYD009284,HYD006637,HYD000166,HYD000168,HYD009576,HYD000162
HYD005643,0.0,13.418968,8.143569,11.98688,15.352373,11.46972,11.595293,32.50593,4.906451,4.572088,8.794597,16.892712,17.555727,17.485377,8.794597,10.66962,12.579631,8.143569,20.617201,27.877836
HYD009621,14.826461,0.0,16.473523,3.37886,3.436929,11.373336,3.869002,20.991642,13.969806,14.245444,5.887084,4.308636,4.971651,4.691073,5.887084,4.228975,12.589776,16.473523,14.196831,16.473727
HYD000167,7.748065,14.697896,0.0,13.621908,16.736604,17.510405,12.874221,32.777317,3.361894,3.992362,11.490669,17.478675,18.14169,18.764305,11.490669,12.294305,8.666728,0.0,17.991795,28.149223
HYD000221,12.151517,2.283889,13.798579,0.0,4.322597,9.141754,1.194058,22.650867,11.294862,11.5705,3.21214,5.967861,6.630877,6.350298,3.21214,1.554031,9.914832,13.798579,13.813042,18.132953
HYD009610,15.704103,3.6737,17.351166,4.256503,0.0,10.010466,4.746644,18.937303,14.847449,15.123086,6.764727,3.370637,4.033652,3.239763,6.764727,5.106618,13.467418,17.351166,13.258832,14.419388
HYD000138,11.364083,10.17694,17.557354,9.724392,10.675958,0.0,10.488871,28.405789,14.320237,13.985874,11.346141,12.609032,13.321601,13.041022,11.346141,10.661268,19.157857,17.557354,22.546781,23.887874
HYD009615,11.540508,2.020735,13.18757,0.944747,4.059443,9.878581,0.0,22.387714,10.683853,10.959491,2.601131,5.704707,6.367723,6.087144,2.601131,0.943022,9.303823,13.18757,13.202033,17.869799
HYD009268,32.794497,21.773433,33.349132,22.432547,18.904962,28.12861,22.922689,0.0,30.845416,31.121053,24.717941,18.788184,19.451199,16.63754,24.717941,23.282662,27.915538,33.349132,19.847037,6.254942
HYD009757,4.654011,12.498964,3.237118,11.422975,14.537672,14.41635,10.675288,30.578384,0.0,0.898308,9.291736,15.279742,15.942758,16.565373,9.291736,10.095373,7.838781,3.237118,17.285909,25.95029
HYD009279,4.05831,12.997836,4.242477,11.921847,15.036544,13.820649,11.174161,31.077257,1.005359,0.0,9.771016,15.778615,16.44163,17.064245,9.771016,10.594245,8.337654,4.242477,17.784781,26.449162
HYD009741,9.080835,4.624371,10.984952,3.548382,6.663079,10.164033,2.800695,24.359265,8.481236,8.756873,0.0,8.308343,8.971358,8.69078,0.0,2.22078,7.92517,10.984952,14.274958,19.73117
HYD009774,16.920295,5.396233,17.995883,6.055347,3.473193,12.350483,6.545489,18.214127,15.492166,15.767804,8.563571,0.0,1.358532,2.723985,8.563571,6.905462,12.671075,17.995883,9.947164,13.586033
HYD000216,16.344722,4.238007,17.991784,4.897122,2.351635,11.220432,5.387263,19.409716,15.488068,15.763705,7.405346,2.887773,0.0,3.109147,7.405346,5.747236,14.108037,17.991784,12.775968,14.891802
HYD000234,17.743744,5.637029,19.390806,6.296144,3.253021,12.619454,6.786285,16.455781,16.88709,17.162727,8.804368,3.129146,3.897465,0.0,8.804368,7.146259,15.101317,19.390806,12.111303,11.937866
HYD009284,9.080835,4.624371,10.984952,3.548382,6.663079,10.164033,2.800695,24.359265,8.481236,8.756873,0.0,8.308343,8.971358,8.69078,0.0,2.22078,7.92517,10.984952,14.274958,19.73117
HYD006637,11.018603,3.216282,12.665665,2.140293,5.254989,9.99949,1.392606,23.564057,10.161948,10.437586,2.079226,6.900254,7.563269,7.282691,2.079226,0.0,8.781918,12.665665,13.552073,18.935963
HYD000166,13.071206,11.606249,9.455631,10.530261,13.644957,18.216487,9.782574,27.739194,8.889621,9.30781,8.768503,12.534372,13.197387,15.04906,8.768503,9.349269,0.0,9.455631,10.416896,23.004675
HYD000168,7.748065,14.697896,0.0,13.621908,16.736604,17.510405,12.874221,32.777317,3.361894,3.992362,11.490669,17.478675,18.14169,18.764305,11.490669,12.294305,8.666728,0.0,17.991795,28.149223
HYD009576,19.96984,15.276064,18.217385,14.421681,13.473483,22.342279,13.476934,19.863584,17.651376,18.069565,14.456702,10.458833,11.121848,12.189816,14.456702,14.071359,11.052437,18.217385,0.0,13.762192
HYD000162,27.870859,17.56353,28.425495,18.222644,14.695058,23.918707,18.445355,6.422002,25.921778,26.197415,19.794303,13.870898,14.533913,12.427637,19.794303,19.03978,22.885541,28.425495,13.767541,0.0
