source_poi_id,HYD035354,HYD005529,HYD004584,HYD035226,HYD009436,HYD007024,HYD035200,HYD009353,HYD004441,HYD005313,HYD004434,HYD005178,HYD035409,HYD034850,HYD034706,HYD005216,HYD035413,HYD035081,HYD009159,HYD035079,HYD007031,HYD006594,HYD004598,HYD004432,HYD009457,HYD009424,HYD004335,HYD035431,HYD004245,HYD004373
HYD035354,0.0,8.975215,7.818985,8.998402,4.754302,25.944388,22.243395,16.873418,12.872444,6.952568,8.226684,10.952755,15.630698,9.616879,17.403713,9.497146,21.896801,10.633544,11.307234,15.883914,7.100321,9.481899,10.412879,10.105097,17.185949,15.355748,9.414771,7.360262,12.744011,9.237121
HYD005529,8.959901,0.0,7.610122,6.824803,13.559717,29.728055,15.643353,15.576368,11.803071,11.109701,16.275777,3.235814,7.57962,4.038926,9.86271,5.541998,15.035672,15.149145,3.228912,8.726136,10.848414,4.591854,15.371675,14.781717,9.644946,19.871349,14.584527,16.165677,17.161402,2.374332
HYD004584,8.274581,7.513893,0.0,1.864379,11.34841,22.473954,22.71448,10.597005,16.990895,4.470741,10.460782,7.678838,14.650747,5.070177,16.933837,3.487741,22.1068,8.510185,9.220829,11.166075,4.209455,3.766427,8.732715,17.735976,16.716074,12.938407,17.04565,10.635429,9.907301,5.87478
HYD035226,9.926897,6.911881,2.562273,0.0,13.471047,24.307594,22.108873,11.157405,17.499858,6.909743,12.583419,6.178111,13.848424,4.586902,16.32823,1.772311,21.500698,10.949187,8.059774,9.450645,6.648457,3.164416,11.171717,18.244938,16.110466,14.772047,17.554612,12.758066,11.740941,5.272769
HYD009436,5.230201,14.092052,11.629839,12.809256,0.0,26.090397,27.360232,20.007648,17.989281,10.086798,4.701394,16.069592,20.747535,13.798002,22.52055,13.409971,27.013639,9.598556,16.424071,21.000751,10.152613,13.410988,7.091977,12.94057,22.302787,15.501756,12.250244,3.799245,12.964401,14.353959
HYD007024,26.263358,30.051137,22.842288,24.17377,25.834319,0.0,44.383507,15.400892,38.031157,19.651566,21.838404,28.607137,35.783616,27.589169,38.90479,25.510835,43.630204,16.351128,30.18952,27.724357,19.755891,26.303672,18.806943,36.213969,38.687027,11.481643,35.523643,22.415165,15.102289,28.412025
HYD035200,22.663604,15.018449,22.315713,21.354787,27.26342,43.470378,0.0,28.630407,13.162701,25.815291,30.735802,15.665535,8.834583,18.763095,5.899235,19.912593,0.753303,29.854736,14.266418,18.819872,25.554005,19.297445,30.077265,21.500744,5.951069,34.57694,21.474681,29.86938,31.866993,16.839633
HYD009353,17.030248,16.122905,10.42617,10.419866,19.878089,15.645045,29.311369,0.0,26.884165,9.799892,15.882173,13.534999,20.711478,14.289324,23.832652,11.44523,28.558066,10.394898,15.117382,12.652219,10.097256,12.866837,12.850713,26.980859,23.614888,7.170097,26.290533,16.458935,8.141983,13.671548
HYD004441,12.943844,11.999029,16.912039,17.127227,17.54366,37.806658,12.558521,26.951806,0.0,18.814838,21.016042,13.986934,13.095005,14.879958,9.203947,16.738881,12.211928,22.495814,13.095577,18.88813,18.962591,15.745074,22.275149,8.593304,8.986183,27.218018,8.659703,20.14962,24.606281,14.140562
HYD005313,8.020454,10.891273,4.993178,6.239734,10.4073,19.435244,26.091861,9.999194,19.305527,0.0,7.897841,11.056219,18.028128,8.429305,20.311218,7.101563,25.48418,4.93932,12.59821,14.779897,0.621859,7.143808,5.161849,17.971065,20.093454,9.661523,17.28074,8.474603,6.748425,9.252161
