poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD001952,NFC,Food,17.493049,78.40946,3602320494
HYD000595,KS bakers,Food,17.4417721,78.3579534,1753608432
HYD006254,vad pav,Food,17.3667671,78.5209612,2243963217
HYD005990,V Eat N Enjoy corner,Food,17.5217239,78.4440202,2852572288
HYD005901,Nescafe,Food,17.54525164,78.57604166,12895274444
HYD004601,Samrudhi Amrutulya chai and snacks,Food,17.4758454,78.5679216,2795965462
HYD001915,JNTU - Canteen,Food,17.49423298,78.39277104,760461434
HYD001852,Chai Point,Food,17.443382,78.3917089,7018541122
HYD033651,Nectar Kitchen & Bar,Food,17.4384489,78.3990271,1836662476
HYD000623,MONGINIS cake shop,Food,17.4745985,78.5512571,4021573391
