poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD034808,Uppal Municipal Stadium,Recreation & Sports,17.40303523181818,78.55945510454545,2852567171
HYD006097,Tough Gym,Recreation & Sports,17.5262632,78.2709169,2852272952
HYD034736,Olympia Sports,Recreation & Sports,17.3857033,78.4793342,308777212
HYD031675,CYR Indoor Stadium,Recreation & Sports,17.36701026,78.39549372,7392309620
HYD006113,"sakhi beauty parlour, gym and yoga",Recreation & Sports,17.4105267,78.5069324,2234832805
HYD034793,Crcket Grounds,Recreation & Sports,17.301135,78.5085976,7702247087
HYD031767,Throwball court,Recreation & Sports,17.3363076,78.289356,2235061756
HYD032883,Netaji Grounds,Recreation & Sports,17.48829675714286,78.38874750000001,2249764939
HYD034771,RRC Sports Complex,Recreation & Sports,17.44056048695652,78.5136892826087,8935106043
HYD031759,Tennis Court,Recreation & Sports,17.44314362,78.41066166,13355180964
HYD032888,Play Ground,Recreation & Sports,17.4172549,78.5066586,2234499762
HYD006035,Chikky Gym,Recreation & Sports,17.4507633,78.528267,1400994924
HYD006088,SD fitness Center,Recreation & Sports,17.4255268,78.4568063,2477255911
HYD006069,KK Gym,Recreation & Sports,17.4997272,78.59315006,2795744114
HYD034763,Oyster Swimming Pool,Recreation & Sports,17.4087046,78.4499635,12075135959
HYD006107,cult.fit,Recreation & Sports,17.4959738,78.3372657,11038608275
HYD032880,Mahmood Football Coaching Centre,Recreation & Sports,17.43582308,78.42890581999998,12350819873
HYD006049,Fitness 9,Recreation & Sports,17.3620883,78.5260307,312810284
HYD035467,Swimming Pool,Recreation & Sports,17.4894195,78.3644557,1347502979
HYD031730,New Football Ground,Recreation & Sports,17.540983524999994,78.57634998055556,12895031417
