source_poi_id,HYD032899,HYD032883,HYD006106,HYD031761,HYD006096,HYD006052,HYD031698,HYD031727,HYD035447,HYD006051,HYD031724,HYD031648,HYD034759,HYD031668,HYD034751,HYD006083,HYD031722,HYD035439,HYD032887,HYD031749,HYD033057,HYD034797,HYD006110,HYD031662,HYD006114,HYD035449,HYD035455,HYD006121,HYD031752,HYD006043
HYD032899,0.0,16.031263,12.972733,22.300483,12.157413,17.741761,10.299758,12.04249,23.976877,11.958772,22.168029,24.526965,17.275674,5.508324,14.611603,8.020793,21.566089,8.131751,5.955546,15.189014,17.935592,10.141056,18.564144,20.748565,14.010584,24.09641,23.32522,13.808289,21.289289,13.548715
HYD032883,15.800762,0.0,9.86259,12.075978,4.174849,5.004087,25.468255,24.926275,14.210681,23.80557,11.892162,10.22085,24.807055,11.742793,2.082668,20.935489,11.290221,21.013896,18.816058,28.66381,26.473939,10.421005,4.258029,8.380315,25.940753,14.330214,14.221827,11.761817,10.589952,5.562708
HYD006106,11.707583,9.473568,0.0,21.034213,9.203576,13.962321,20.834581,23.315668,12.050447,16.628201,10.499015,16.392108,16.304269,6.95433,9.356265,19.29397,10.094893,14.128848,11.931011,21.48644,28.90117,2.750272,11.539606,17.338549,18.763384,12.16998,11.39879,2.504427,19.548187,11.701084
HYD031761,22.093171,11.661503,20.456736,0.0,12.145511,6.578447,31.760664,27.486532,23.517058,31.776231,21.198539,15.204778,32.779689,19.262926,11.900271,24.213859,20.596599,28.984557,26.78672,36.634471,24.947326,19.924994,10.9381,4.684494,33.911414,23.636592,23.528205,22.355963,1.914738,11.106814
HYD006096,11.655293,4.310184,9.342241,13.092573,0.0,6.020682,21.322786,20.780806,16.964259,19.6601,14.645739,12.805886,20.663558,7.597324,2.890524,16.79002,14.043799,16.868426,14.670589,24.51834,24.304509,7.808863,6.843065,9.39691,21.795283,17.083792,16.975405,11.241469,11.606547,3.399877
HYD006052,17.539736,5.429814,14.225048,7.071891,5.913822,0.0,27.207228,26.381132,18.573139,25.544543,16.254619,12.869689,26.548001,13.481767,5.668583,22.609572,15.652679,22.752869,20.555032,30.402783,26.719866,13.693306,6.906868,3.376228,27.679726,18.692672,18.584285,16.124275,5.585865,5.821918
HYD031698,11.018705,25.595024,21.899886,31.872964,21.721173,27.305522,0.0,10.502854,29.900244,7.526073,28.348812,34.090726,19.217503,15.012462,24.175364,12.356236,28.456458,6.660672,8.941129,7.242372,22.903362,19.357717,28.127905,30.321046,6.326579,30.019777,29.174926,20.260822,30.86177,23.112475
HYD031727,11.826725,24.875009,24.097389,27.582995,21.001159,26.174427,9.597142,0.0,34.746562,16.323007,32.428043,33.370711,25.501483,16.632981,23.455349,4.507501,31.826103,14.040243,13.613889,16.039307,13.572559,21.265712,27.40789,26.4177,15.123514,34.866096,34.449877,24.932946,26.5718,20.448287
HYD035447,23.335636,14.372448,12.328977,24.21982,16.805365,18.861201,31.109167,34.943721,0.0,26.08335,3.357117,13.976992,20.816348,18.582383,14.931072,30.922023,3.947722,24.406295,22.810294,30.94159,40.331053,14.378325,13.173149,22.237429,28.218533,0.119533,1.90464,11.576451,24.447066,19.419822
HYD006051,12.787043,24.174567,18.303633,32.913966,20.300717,25.885066,7.661174,16.447841,24.934179,0.0,23.382748,30.919989,12.603083,14.620837,22.754907,16.558878,23.490393,5.729377,6.566339,5.367243,27.675377,15.999657,26.707448,29.261293,2.732222,25.053712,24.208861,16.044643,31.470931,22.592356
HYD031724,21.41036,11.220981,10.641007,21.068353,13.653898,15.709734,29.675466,32.361778,3.877232,24.649649,0.0,11.131888,22.185137,16.657107,11.779605,28.370991,0.590605,22.972594,21.376593,29.507888,37.179586,12.369834,10.021682,19.085962,26.784832,3.996766,3.888379,10.14275,21.2956,16.268355
HYD031648,24.492694,10.544235,16.815919,15.085756,12.86678,12.727819,34.160186,33.618207,13.93721,31.674221,11.61869,0.0,29.353091,20.177736,12.102576,29.62742,11.01675,29.448838,27.251001,36.532461,35.165871,18.160351,6.617795,14.489391,33.809404,14.056743,13.948356,17.167323,15.906806,14.254639
HYD034759,17.431893,24.515456,17.579553,34.516431,21.903182,27.487531,20.477409,26.56768,21.360642,13.22122,20.955586,29.123453,0.0,16.223302,24.357373,24.486359,21.546192,13.774536,13.203198,16.39916,34.950001,17.271622,25.882563,30.863759,15.395799,21.480176,19.170673,14.592412,33.073396,24.194822
HYD031668,4.977373,12.009563,8.367067,19.416962,8.135712,13.720061,14.637697,16.585458,19.371212,14.775952,17.562364,20.289727,15.779409,0.0,10.589903,12.56376,16.960424,11.253031,8.695792,19.526953,22.17096,5.53539,14.542444,17.096289,16.828296,19.490745,18.719555,9.202624,18.405768,9.523394
HYD034751,15.51446,1.865724,10.009418,12.497634,3.888547,5.425742,25.181953,24.639973,14.440866,23.519268,12.122347,11.382514,24.522725,11.456491,0.0,20.649187,11.520406,20.727593,18.529756,28.377507,26.187637,9.976281,5.47174,8.80197,25.654451,14.560399,14.452012,11.908646,11.011608,5.276405
HYD006083,8.081325,20.816139,20.351988,24.188691,16.942288,22.466626,11.613603,4.737428,30.687692,16.629971,28.369172,29.311841,23.714898,12.88758,19.396479,0.0,27.767232,12.417408,11.827303,17.502351,12.285187,17.520312,23.34902,22.7099,16.586558,30.807225,30.698838,21.187545,23.177496,16.740487
HYD031722,21.015965,10.826586,10.246613,20.673959,13.259504,15.315339,29.281072,31.967383,3.834201,24.255254,0.614431,10.737494,21.934123,16.262712,11.38521,27.976597,0.0,22.578199,20.982198,29.113494,36.785192,11.975439,9.627288,18.691567,26.390437,3.953734,3.845347,9.748356,20.901205,15.87396
HYD035439,8.851457,21.276314,15.643572,29.323161,17.402464,22.986812,7.159558,13.71753,23.649496,5.738278,22.098065,28.985004,12.966755,11.519099,19.856654,12.209018,22.20571,0.0,3.110364,10.513147,23.325517,13.101404,23.809195,26.36304,7.79009,23.769029,22.924178,14.004508,28.311967,19.694103
HYD032887,6.50216,19.190878,13.558136,26.636579,15.317028,20.901376,9.328901,13.800577,22.121289,6.146622,20.569858,26.899568,12.371268,8.832517,17.771218,11.719255,20.677503,2.623168,0.0,10.92149,22.835754,11.015968,21.723759,24.277604,8.198434,22.240822,21.395971,12.098995,25.625384,17.494354
HYD031749,15.836302,28.866482,22.995547,36.690561,24.992631,30.57698,7.675239,16.461906,29.626093,5.271816,28.074662,35.611903,15.615684,19.312751,27.446822,17.73275,28.182307,10.085177,11.417861,0.0,28.849249,20.691571,31.399363,33.953208,3.001122,29.745627,28.610928,20.736558,35.679367,27.284271
HYD033057,18.021919,26.795994,30.036239,25.618439,24.177637,26.494403,21.931718,13.543621,39.784612,27.750406,37.466093,35.217314,34.482907,22.702635,25.444504,12.363587,36.864153,23.537843,22.947738,28.373882,0.0,27.204562,29.254493,26.737677,27.458089,39.904146,39.795759,31.002601,24.607245,20.768264
HYD034797,9.551553,9.598281,3.67524,20.150187,7.536939,13.121287,19.211877,21.159638,14.679384,15.798144,12.870536,17.14923,16.487911,4.7983,9.453919,17.13794,12.268596,13.00647,10.808633,20.656384,26.74514,0.0,12.156139,16.497515,17.933327,14.798918,14.027728,5.574468,18.707152,9.828578
HYD006110,18.666921,4.286449,11.383995,11.239841,7.041007,6.902046,28.334413,27.792434,12.578958,26.671728,10.260439,6.101262,25.585631,14.608951,5.84479,23.801647,9.658499,23.880054,21.682217,31.529968,29.340097,12.831689,0.0,9.798526,28.806911,12.698491,12.590104,13.283223,11.600675,8.428866
HYD031662,21.672451,9.317208,18.438311,4.614657,10.127086,4.560022,31.339943,27.637827,20.829131,29.757806,18.510611,13.844249,30.761264,17.69503,9.881847,23.866266,17.908671,26.966132,24.768295,34.616046,27.419421,17.906569,8.250173,0.0,31.892989,20.948664,20.840277,20.337538,4.006386,9.71063
HYD006114,14.709441,26.561808,20.690874,35.199967,22.687958,28.272307,6.548378,15.335045,27.32142,2.823555,25.769989,33.30723,15.245113,17.008078,25.142148,16.605888,25.877634,7.912379,8.749342,2.960215,27.722387,18.386898,29.094689,31.648534,0.0,27.440953,26.596103,18.431885,33.858172,24.979597
HYD035449,23.465616,14.502428,12.458957,24.3498,16.935345,18.991181,31.239147,35.073701,0.12998,26.21333,3.487097,14.106972,20.946328,18.712363,15.061052,31.052003,4.077702,24.536275,22.940274,31.071569,40.461033,14.508305,13.303129,22.367409,28.348513,0.0,2.03462,11.706431,24.577046,19.549802
HYD035455,21.905624,13.180089,10.898965,23.659651,15.606272,17.668843,29.679155,33.513709,3.486188,24.653338,3.493933,14.381131,21.21082,17.152371,13.738713,29.492011,4.084538,22.976283,21.380282,29.511578,39.099211,12.948313,12.61298,21.04507,26.788521,3.605721,0.0,10.146439,23.254708,18.227463
HYD006121,13.993799,10.269797,2.987141,21.830442,10.700523,14.75855,21.210607,25.601885,11.423548,16.404036,9.872117,17.188337,14.626276,9.240546,10.288689,21.580187,9.979762,14.504874,12.393189,21.262275,31.187386,5.036488,12.335835,18.134778,18.539218,11.543082,10.771892,0.0,20.344416,13.198031
HYD031752,21.117527,10.103268,18.898501,1.925952,10.587276,5.020212,30.78502,26.510888,23.197233,30.217997,20.878714,16.212352,31.221454,18.15522,10.342037,23.238215,20.276774,27.426322,25.228485,35.076236,23.971682,18.366759,10.618275,3.256761,32.353179,23.316767,23.20838,20.797729,0.0,9.881622
HYD006043,13.065111,6.070443,12.025675,11.118612,3.452085,5.768852,22.732604,20.61521,19.059061,22.017644,16.740542,14.491763,23.021102,9.41637,4.718953,16.84365,16.138602,19.22597,17.028133,26.875884,20.953944,10.166407,8.528942,8.643956,24.152827,19.178595,19.070208,13.924903,9.820606,0.0
