poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD032104,Kanaka Durga Temple,Religion,17.434531583333335,78.44762159999999,7244300080
HYD032118,Kondapur Saibaba Temple,Religion,17.4627285,78.3648995,1301942857
HYD032655,Yellamma Pochamma Temple,Religion,17.405873,78.4853905,726721927
HYD031921,Eidgah,Religion,17.3961292,78.54006179999999,13338153571
HYD032579,Tatimaisaimma temple,Religion,17.3687892,78.4682818,3791315004
HYD032572,St Joseph's Cathedral,Religion,17.39578716923077,78.47739868461538,2847561503
HYD032749,pochamma thalli temple,Religion,17.4190676,78.5000346,1338911047
HYD032305,Pochamma temple,Religion,17.4895326,78.31947171428571,3887222608
HYD031814,Annapurna devi temple,Religion,17.524576900000003,78.41482776666666,7679429236
HYD032025,Hanuman Temple,Religion,17.51647688,78.38229324,8386715624
