source_poi_id,HYD034667,HYD035259,HYD004512,HYD004493,HYD000574,HYD033571,HYD004371,HYD005902,HYD005548,HYD005162,HYD035231,HYD001636,HYD034035,HYD005164,HYD005708,HYD033495,HYD009150,HYD005907,HYD033651,HYD035146,HYD009391,HYD005560,HYD000591,HYD001904,HYD035283,HYD005051,HYD004311,HYD033246,HYD005069,HYD000634
HYD034667,0.0,11.951853,12.025987,14.119069,9.939196,12.901483,14.616496,16.782597,10.75031,21.958023,16.216949,24.354418,24.757699,21.875703,17.611224,4.496613,12.115076,15.818693,11.266544,4.30464,26.132326,24.114411,12.350717,9.993167,4.796153,22.28766,13.025015,11.853176,16.549271,21.327914
HYD035259,12.980084,0.0,4.295509,3.45024,16.004607,1.352214,7.842789,14.321642,7.162497,13.486607,9.359099,14.209276,14.612557,19.068753,9.007013,11.201811,4.384597,7.032701,5.127432,9.0529,17.66091,18.117047,1.615583,4.589438,8.430574,11.61883,4.529393,10.649409,6.40413,16.490899
HYD004512,12.645833,3.611792,0.0,5.527835,12.356268,3.319664,4.46165,17.933434,10.774289,17.098399,12.970891,16.850224,17.253505,22.680545,12.618805,9.314272,0.089088,10.644493,1.064614,10.332421,21.171827,21.728839,4.972127,3.939169,9.740075,11.248767,1.148254,6.586591,8.618945,20.102691
HYD004493,15.523803,4.251534,7.11554,0.0,19.239118,3.750513,7.908685,14.570461,8.873586,13.478524,9.607918,12.042521,12.445802,19.317572,8.742291,14.615602,7.204629,7.28152,7.947464,11.596619,16.207079,18.365866,2.685981,7.98966,10.974292,8.6295,7.139568,12.823522,3.811242,16.739718
HYD000574,11.013964,14.608637,11.531902,17.059737,0.0,14.851567,11.61468,24.453802,17.540684,27.862963,23.007324,27.298701,27.701982,29.546909,23.383369,7.443982,11.620991,21.409057,10.772459,11.587125,32.037266,30.904786,16.148567,11.389594,11.932112,19.582832,12.53093,6.698802,19.63713,28.999119
HYD033571,13.57423,1.159453,4.106912,3.037816,15.934115,0.0,7.407552,14.859461,7.91458,14.024426,9.896918,14.054528,14.457809,19.606572,9.544832,11.209337,4.196,7.57052,4.938835,9.647046,18.08381,18.654866,1.700988,4.581184,9.02472,10.952771,4.130939,10.460812,6.249382,17.028718
HYD004371,14.806391,7.917351,5.306785,8.761191,11.932144,7.258714,0.0,22.016976,15.079848,19.751148,17.054432,16.593309,16.99659,26.764087,15.155811,11.702548,4.597917,14.728034,5.346822,13.14339,21.734349,25.530681,8.911176,8.292973,13.488377,8.877439,4.432412,5.205272,8.931738,24.186233
HYD005902,16.686063,14.514137,18.310499,14.379428,24.253807,15.15163,21.549457,0.0,11.722648,11.523979,5.601123,18.065847,18.398699,6.311535,8.319258,17.877388,18.399587,8.657452,18.363238,12.61046,16.072913,8.01247,13.530863,15.747146,12.653195,20.715111,18.544384,23.139462,13.857666,4.85412
HYD005548,9.795651,7.843282,11.32333,9.073036,17.166307,8.480776,15.186925,9.692476,0.0,14.924593,9.183519,19.267156,19.670437,14.785583,10.577794,10.789888,11.412418,8.878776,10.563886,5.52296,19.098896,17.080981,7.410067,7.947794,5.427969,17.241627,11.873529,15.34011,11.46201,14.237793
HYD005162,22.915167,14.093077,17.669793,13.3909,28.509501,14.492644,18.890653,11.478958,14.82751,0.0,6.887009,10.496143,10.828995,12.208493,5.46786,22.449471,17.758881,7.39052,18.501716,18.987983,5.41394,7.373672,12.542335,17.213657,18.365656,17.034998,17.903677,24.023693,11.198861,10.356942
