poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD004314,Handloom House,Shopping,17.3893515,78.4703305,2178294841
HYD033884,Suprabhat Tiffins,Food,17.4412523,78.4484844,2403853105
HYD036145,Fastrack watch store,Shopping,17.4738501,78.5705099,9635015412
HYD005564,TITAN WORLD WATCHES,Shopping,17.47857,78.5596181,978107717
HYD034072,rangoli food court,Food,17.398419439999998,78.5358223,1317030277
HYD005956,Subash Chandra Bose,Food,17.4249626,78.5478858,1939290835
HYD034695,Reliance Footwear,Shopping,17.4958346,78.3383945,11038581401
HYD033611,Mehfil Mandi House,Food,17.3765149,78.4296741,11829886777
HYD035230,Raithu panta,Shopping,17.3886789,78.3825724,3670020719
HYD033878,Subway,Food,17.404322,78.515251,12100248838
