source_poi_id,HYD003771,HYD005584,HYD003784,HYD003750,HYD035588,HYD003806,HYD035575,HYD003734,HYD003779,HYD003811,HYD003789,HYD003757,HYD003829,HYD035563,HYD005594,HYD005635,HYD003794,HYD005611,HYD035556,HYD005622
HYD003771,0.0,17.50499,16.223937,1.707749,10.500772,6.327981,14.485878,11.984913,3.017203,11.353466,2.573652,5.925808,6.715124,13.583641,26.389181,13.225374,22.308473,4.844255,17.479345,11.234436
HYD005584,16.302955,0.0,31.909272,16.06923,15.568772,20.964738,28.936865,25.534183,19.031699,15.520045,18.001315,15.81483,22.400458,6.635924,18.994762,20.333394,15.023774,16.133555,2.986909,22.063135
HYD003784,15.997191,31.707367,0.0,17.374566,20.2929,13.399126,7.702135,16.607258,16.465575,21.145594,16.655361,16.273121,9.681156,27.593052,36.913243,18.55027,32.832534,18.215632,31.708433,20.43459
HYD003750,1.966135,16.481097,17.572452,0.0,11.801289,6.775254,15.834394,12.357989,3.525555,12.653983,3.082004,7.226324,8.063639,12.901295,27.689698,14.52589,23.608989,3.597415,16.455451,10.543866
HYD035588,9.803075,16.321015,20.062425,10.948713,0.0,15.842598,13.368093,21.49953,12.53182,1.612711,12.088269,4.898223,12.418487,12.2067,18.477995,4.820229,14.397287,14.085219,16.322081,20.749053
HYD003806,7.05712,20.874179,13.228586,7.282702,16.944061,0.0,14.445143,6.562116,4.627413,17.796755,4.567314,12.369097,6.970391,17.294377,32.83247,19.668663,28.751762,5.394222,20.848533,8.497597
HYD035575,14.542127,28.729367,8.197449,15.919502,13.175217,14.630397,0.0,19.913781,15.010511,13.68206,15.200297,13.535626,8.176913,24.615052,30.743796,10.854197,26.663087,16.895135,28.730433,21.859507
HYD003734,12.381719,24.597898,16.392036,12.272305,22.268661,6.660363,20.236129,0.0,10.286137,23.121355,9.891914,17.693697,12.791077,21.018097,37.193802,24.993263,33.113093,9.117941,24.572252,8.701917
HYD003779,3.335509,18.865791,16.192287,3.561092,13.222451,4.438875,14.639527,10.220163,0.0,14.075145,1.044934,8.647487,7.089887,15.28599,29.11086,15.947053,25.030151,3.832977,18.840146,9.705719
HYD003811,10.357021,15.224145,20.61637,11.502658,0.569896,16.396543,13.937989,22.053475,13.085765,0.0,12.642214,5.452168,12.972432,11.109829,17.190557,4.868409,13.109848,14.639164,15.22521,21.302998
HYD003789,3.051539,17.820857,16.136775,3.277122,12.938481,3.754329,14.633568,9.411261,1.356916,13.791175,0.0,8.363516,7.083929,14.241055,28.82689,15.663083,24.746181,2.788042,17.795211,8.660784
HYD003757,6.060144,15.725046,17.413196,7.205782,5.126459,12.099667,13.843572,17.756598,8.788889,5.979153,8.345337,0.0,9.769258,11.610731,21.218559,7.851061,17.13785,10.342288,15.726112,17.006122
HYD003829,6.73553,23.370274,10.228188,8.112905,13.216943,7.134811,8.49013,12.713959,7.229076,14.069637,7.418862,9.197164,0.0,19.448925,29.837286,14.657644,25.756578,9.1137,23.344629,14.078073
HYD035563,12.184109,7.584646,27.790426,11.950384,11.148252,16.845893,24.516345,21.415338,14.912854,11.099525,13.88247,11.387575,18.281613,0.0,18.730588,15.912873,14.649879,12.014709,7.585712,18.11248
HYD005594,26.590726,19.796789,37.026818,26.985772,16.980344,32.630248,30.348437,37.720889,29.319471,16.587082,28.875919,21.042667,29.38288,20.525108,0.0,21.131653,4.675385,28.32026,20.127017,34.418032
HYD005635,12.880729,20.04242,18.999874,14.026366,4.963879,18.920251,11.112564,24.577183,15.609473,4.947096,15.165922,7.975876,14.516073,15.928105,21.572194,0.0,17.829663,17.162872,20.043486,23.826706
HYD003794,22.75503,16.201476,33.191122,23.150076,13.144648,28.794552,26.512741,33.885193,25.483775,12.751386,25.040223,17.206971,25.547184,16.689412,4.232749,17.295957,0.0,24.484564,16.291321,30.582336
HYD005611,5.336547,15.677603,18.077301,4.338886,15.1717,5.061632,17.610567,9.631077,4.720413,16.024395,3.363497,10.596736,10.060927,12.097802,28.273507,17.896302,24.192798,0.0,15.651958,7.155673
HYD035556,16.620178,2.10558,32.226495,16.386454,15.947163,21.281962,29.315256,25.851407,19.348923,15.898436,18.318539,16.193221,22.717682,6.953148,20.684693,20.711784,16.713705,16.450778,0.0,22.015116
HYD005622,11.833012,21.37164,20.435921,11.273516,21.719953,8.372516,22.079817,8.639039,10.072603,22.572648,9.344551,17.144989,14.530178,18.340234,34.515939,24.444555,30.43523,7.19781,21.89439,0.0
