poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD000615,Ks bakers,Food,17.4418231,78.3580404,1753608432
HYD001879,DELHI WALA SWEETS,Food,17.4566065,78.4225875,6297948164
HYD005882,McDonald's,Food,17.4346181,78.3864731,3602301600
HYD005939,Sirisha Hotel,Food,17.4142515,78.4087631,12725591175
HYD033992,White Rose,Food,17.46013,78.5006275,1339439562
HYD000601,Karachi Bakery,Food,17.3610124,78.5445215,1340809939
HYD005801,Famous Bread Omlet,Food,17.3905127,78.4890342,7682284756
HYD033641,Naksathra Family Restaurant,Food,17.4077923,78.5863452,7701439474
HYD005889,McDonald's,Food,17.3930912,78.4759348,11313779344
HYD033762,Red Bucket,Food,17.4516821,78.392479,3602307066
HYD006829,Rythu Bazar,Food,17.5079848,78.4105307,11906452378
HYD000519,Bangalore Bakery,Food,17.4090672,78.4904321,315060301
HYD005232,Dodla Dairy,Food,17.4054668,78.3914541,3579913345
HYD033654,Noodles King,Food,17.430205,78.4418828,7682659578
HYD033316,Chutneys,Food,17.4296732,78.4096135,1948637918
HYD006828,Ramnagar Gundu Vegetable Market Place,Food,17.4080204,78.5123242,634130062
HYD005068,Sudharshan,Food,17.4248942,78.5358894,308597337
HYD005868,King & Cardinal,Food,17.4006107,78.4884142,3217073811
HYD033301,Chandini Family Dhaba,Food,17.5159509,78.4800636,4269641899
HYD001914,Isabel,Food,17.4441112,78.3847992,352765073
