poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD035587,sree ramana 70mm,Entertainment,17.3925117,78.5157871,2240856663
HYD031359,wedding hall,Entertainment,17.4185075,78.342401,3372041227
HYD035589,Jalavihar Water Park,Entertainment,17.431206916216215,78.46526257837839,3598257182
HYD003735,Asian Shiva Ganga,Entertainment,17.3612558,78.5232186,11033768978
HYD000135,Ocean Blue Aquariums,Entertainment,17.52476266,78.37144599999999,11052663143
HYD003834,Vijetha Cinemas,Entertainment,17.4543396,78.4191447,7655106950
HYD005614,Milap Garden Function Hall,Entertainment,17.3916385,78.43123999999999,11888739141
HYD005599,KS Palace,Entertainment,17.3755671,78.4356127,11171166390
HYD003742,Cinepolis,Entertainment,17.353660825,78.42073020000001,12025556538
HYD005592,Crown Palace,Entertainment,17.3755248,78.4352286,11486170611
