source_poi_id,HYD030888,HYD036265,HYD031230,HYD031151,HYD031222,HYD031209,HYD031267,HYD009103,HYD036280,HYD036260,HYD036252,HYD030889,HYD030851,HYD031201,HYD031136,HYD030900,HYD031043,HYD030985,HYD030983,HYD035687,HYD031248,HYD030932,HYD031221,HYD030976,HYD031074,HYD031262,HYD031044,HYD030866,HYD031242,HYD036154
HYD030888,0.0,22.371409,26.445728,32.164138,24.989106,26.269421,27.178129,22.403051,18.927288,25.595328,25.881929,32.198134,12.623109,11.671672,21.421639,21.176329,5.685122,26.502017,9.067911,15.698205,25.066254,19.461274,24.890759,23.016515,19.831224,18.993189,28.281523,18.167674,11.117231,27.018136
HYD036265,22.23684,0.0,21.230123,24.449946,20.768129,21.621225,24.690189,15.552578,14.366431,15.466889,35.950603,24.766474,17.470537,11.968017,30.744044,23.471292,17.181478,28.485947,15.576623,10.206977,15.853518,18.817533,14.762321,32.628193,8.00262,15.815282,24.060546,28.399527,12.045774,37.499793
HYD031230,26.988379,20.651716,0.0,8.047507,2.445783,0.554634,8.791204,5.795704,11.00438,9.770481,20.753144,8.081503,15.995226,19.793737,18.31183,9.405375,22.67956,10.958037,26.529714,21.817912,8.868397,7.958428,9.065912,18.591916,13.764373,9.760312,3.456112,17.856579,23.615762,22.302334
HYD031151,32.725293,23.834249,7.923839,0.0,10.04163,8.341053,15.280281,10.57065,16.680797,11.516621,28.353158,0.556009,21.732141,25.470154,25.817831,16.773928,28.416475,16.556187,31.853789,26.493643,9.838112,14.156316,10.634911,26.19193,17.808173,15.436729,9.894625,24.243195,28.32294,29.902348
HYD031222,25.670138,20.612411,2.458618,9.946449,0.0,2.209031,6.560669,5.7564,9.965341,10.008878,18.522608,9.980445,14.676986,18.754699,16.081294,7.174839,21.36132,10.356426,25.211474,20.778874,9.479804,6.186283,9.304309,16.36138,13.725068,8.721274,4.142481,15.626043,22.576723,20.071798
HYD031209,26.805007,21.042817,0.554634,8.528516,2.067446,0.0,8.412867,6.186806,10.821008,10.161582,20.374806,8.562512,15.811855,19.610365,17.933493,9.027037,22.496189,10.425341,26.346343,21.63454,9.259499,7.775056,9.457014,18.213578,14.155474,9.57694,2.923416,17.478241,23.43239,21.923996
HYD031267,27.148004,23.794061,8.401644,15.793132,6.030644,8.104374,0.0,9.373191,12.022124,13.625669,15.614891,15.827128,16.154852,20.811481,13.173578,6.796015,22.839186,4.91527,26.68934,23.585543,13.096596,7.664149,12.921101,13.453664,16.906718,10.778056,7.197183,14.06683,24.34435,17.164081
HYD009103,22.738221,14.925327,6.736413,11.275195,5.858205,7.127515,9.858066,0.0,6.118763,5.068722,21.705188,11.309191,11.745069,15.093497,18.078989,9.478574,18.429403,13.653824,21.522154,16.162007,4.539648,5.446306,4.364153,19.54396,8.037984,5.060072,9.150623,15.734473,17.991304,23.254378
HYD036280,18.953997,16.372094,10.451159,15.734264,8.994536,10.274852,12.074914,5.646269,0.0,8.838546,21.584172,15.76826,7.960845,11.870583,16.377613,9.104861,14.645178,15.044143,18.495333,15.073938,8.309472,4.451102,8.133977,18.261762,8.598005,1.842685,12.286954,14.033096,15.692608,23.133362
HYD036260,26.093972,14.886444,9.626871,11.563509,10.115332,10.017973,14.201225,4.388698,9.068666,0.0,26.048347,11.880037,15.10082,16.804626,21.877686,13.730537,21.785153,17.996983,23.116491,17.756345,2.471845,9.372301,0.88171,23.761835,8.640563,8.415822,12.828849,19.533169,19.585642,27.597537
HYD036252,25.608121,35.606511,20.863372,27.993828,18.492371,20.566101,15.735632,21.696935,22.32117,25.949413,0.0,28.027824,21.547678,26.604478,5.702939,13.558238,24.409127,12.720894,29.351708,31.182747,25.420339,18.695643,25.244844,4.153507,27.832423,21.077103,19.397879,10.724818,28.040766,2.284872
HYD030889,32.759289,24.150777,7.957835,0.556009,10.075626,8.375049,15.314277,10.604646,16.714793,11.83315,28.387154,0.0,21.766137,25.50415,25.851827,16.807924,28.450471,16.590184,32.073738,26.713592,10.154641,14.190312,10.95144,26.225927,18.028121,15.470725,9.928621,24.277191,28.542888,29.936344
HYD030851,12.679819,17.783282,15.939262,21.657672,14.48264,15.762955,16.671663,11.896585,8.131166,15.081823,21.724721,21.691668,0.0,6.774263,16.518161,12.165471,8.371001,17.619318,11.33432,11.352532,14.552749,8.954808,14.377254,18.40231,10.56255,8.197067,17.775057,13.712473,9.198517,23.273911
