poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD031135,Sai Laxmi Panchavati Colony Park,Nature & Outdoors,17.4120783,78.3832774,2795872112
HYD006651,High Fields Romantic Garden,Nature & Outdoors,17.4154997,78.34169215,13202951508
HYD036193,Irrigation Pond,Nature & Outdoors,17.4705871,78.29644424,11529859077
HYD036158,BANDAMKOMMU LAKE,Nature & Outdoors,17.51289498181818,78.32041980909091,7651802053
HYD031024,KailashHills Park 1,Nature & Outdoors,17.5166752,78.4182694,3550347115
HYD031014,Janapriya Enclave Park,Nature & Outdoors,17.358854442857144,78.56363037142857,1596067215
HYD006258,Wate Fountain,Nature & Outdoors,17.5016943,78.546481,2794316340
HYD030861,Alwyn Park,Nature & Outdoors,17.48980074,78.35172092,2231795204
HYD036237,Pedda Cheruvu,Nature & Outdoors,17.387167667655778,78.3772483646884,4191180302
HYD009906,nature,Nature & Outdoors,17.4337022,78.5456761,11873559131
