source_poi_id,HYD032194,HYD032350,HYD032131,HYD032661,HYD009890,HYD031918,HYD032387,HYD032302,HYD031882,HYD032786,HYD032691,HYD032142,HYD032357,HYD032648,HYD000007,HYD032148,HYD032113,HYD031956,HYD032406,HYD032713,HYD032768,HYD036294,HYD032185,HYD032478,HYD032430,HYD032431,HYD031963,HYD032572,HYD032495,HYD031873
HYD032194,0.0,9.707949,3.394372,6.085793,1.434726,12.949205,7.731435,23.23782,20.944128,8.048101,18.702692,10.396489,6.039398,24.808129,11.874466,6.804862,8.821615,12.073112,15.967959,12.249999,4.369515,5.385548,8.713114,5.152851,10.157127,18.773249,14.771938,4.436154,30.690915,4.592164
HYD032350,9.747294,0.0,9.866992,8.63603,9.612696,5.520657,5.247182,22.159475,22.020224,15.029661,17.624347,6.440388,14.240349,20.397802,13.593329,3.02822,16.961807,16.888916,21.980265,9.164919,8.579678,4.992026,17.529515,5.501198,12.299401,17.694905,20.784245,11.166385,30.496345,7.206239
HYD032131,3.355301,9.96423,0.0,7.613297,4.263434,13.972554,8.841871,25.003635,22.709944,10.616059,20.468507,11.661619,8.607356,26.073259,13.640281,7.061143,10.289471,11.747402,18.535917,13.515129,5.897019,6.158525,11.281072,6.1762,7.157888,20.539065,17.339896,6.705207,32.608571,5.67727
HYD032661,5.81843,8.886882,7.139635,0.0,4.639623,9.758184,4.088825,19.243896,16.950204,6.404727,14.708768,6.171274,5.643589,20.582914,7.880542,7.491261,12.174297,16.306992,13.355331,8.024784,1.575683,5.645654,9.372931,4.828689,13.784116,14.779325,12.159311,2.532957,26.848832,3.272906
HYD009890,1.434726,9.762783,4.357551,5.038291,0.0,12.235702,6.683932,21.899961,19.515205,7.220567,17.364833,9.348987,5.377748,23.760627,10.536607,6.887443,8.362434,12.622799,14.898508,11.202497,3.322013,5.243607,8.051464,4.817813,11.120306,17.43539,13.702488,3.061448,29.504897,3.751114
HYD031918,12.677224,5.556014,13.311987,9.076184,12.134246,0.0,6.020401,19.691652,19.840722,15.469815,14.006711,4.336191,14.680503,15.352658,13.858912,7.866737,19.861001,21.727433,22.42042,6.440442,9.283377,7.80704,18.446513,7.840664,17.137918,15.227082,21.224399,11.606539,28.028523,8.758239
HYD032387,7.581719,5.108874,8.47075,3.429427,6.872285,6.04795,0.0,18.16183,17.445937,9.823058,13.626702,3.076993,9.033746,17.725405,9.019042,4.209572,14.586845,17.738764,16.773663,5.167274,3.63662,3.056859,12.799756,3.090483,13.14925,13.69726,15.577642,5.959782,26.498701,3.496278
HYD032302,22.921414,21.867539,24.691465,19.893111,21.486688,19.668903,18.076247,0.0,4.729028,18.189836,6.152405,16.0266,20.53086,14.246523,13.57581,21.45001,28.598191,32.858556,14.047622,13.160559,19.660965,20.650081,24.539786,20.678559,30.465226,5.055545,13.986481,18.789048,8.859497,20.409412
HYD031882,20.723325,21.840385,22.667483,17.869128,19.288599,20.861744,17.322598,5.274714,0.0,14.130454,9.621468,17.219441,17.003066,18.328899,9.690471,21.010937,25.817151,30.542252,9.98824,14.3534,17.636983,20.211008,20.480404,19.92491,29.173345,7.437835,9.927099,16.590959,11.528002,19.334206
HYD032786,8.106707,15.198564,10.795447,8.418369,7.274529,16.010898,10.341539,18.706599,13.875399,0.0,16.247429,12.327608,3.211954,23.412053,8.669651,13.500194,11.869069,16.845708,8.625317,13.616409,7.704452,11.515048,6.532322,10.698082,16.361092,16.317987,7.429297,4.925869,23.348274,9.107618
HYD032691,18.485605,17.43173,20.255656,15.457302,17.050879,14.296897,13.640438,6.741319,9.279462,15.434474,0.0,11.590791,16.095051,9.221841,9.435159,17.014201,24.162382,28.422747,16.059003,8.72475,15.225156,16.214271,20.231803,16.242749,26.029416,2.419301,15.777254,14.353239,15.07819,15.973603
HYD032142,10.407984,6.392616,11.074791,5.795743,9.355256,4.345827,3.057729,16.323468,16.472537,11.799234,11.78834,0.0,11.009922,14.975154,9.64699,6.369774,17.028015,19.974504,18.651155,3.072258,6.07779,5.569844,14.775931,5.603468,15.384989,11.858898,17.455134,7.935958,24.660338,6.269377
HYD032357,5.723091,13.642194,8.411832,6.983091,5.078104,14.57562,8.906261,21.054168,16.596358,3.211954,16.51904,10.89233,0.0,23.683664,9.327638,11.638921,9.339643,14.167882,11.200968,12.74584,6.269174,9.788684,4.392249,9.08208,13.496949,16.589597,10.150256,3.490591,26.069234,7.491616
HYD032648,25.175894,20.429019,25.966629,20.563654,24.123166,15.486095,17.939937,14.145673,17.425773,22.754157,8.898084,15.235733,23.373506,0.0,17.595741,21.261612,31.440837,34.866342,24.205314,14.011903,20.8457,20.461682,27.510258,20.495306,30.276827,11.041222,23.923565,21.631694,18.577005,21.037287
HYD000007,11.796159,13.447431,13.56621,8.767856,10.361433,13.399144,8.929643,12.9313,9.708387,7.963665,9.316043,9.47091,8.918213,17.738103,0.0,12.617983,17.472936,21.733301,10.19714,7.942458,8.53571,11.818053,13.043611,11.531955,20.328965,9.386601,9.001119,7.663793,19.894401,10.232934
HYD032148,6.745436,3.091239,6.865135,7.598942,6.610838,7.83101,5.026255,22.302988,22.035902,13.420005,17.767859,6.5839,11.648994,21.308275,13.609007,0.0,13.959949,13.887058,20.934682,9.308432,6.672891,2.800013,14.527658,3.511456,9.297544,17.838417,19.738662,8.933689,30.639858,5.35678
HYD032113,8.318606,16.86642,10.216875,12.80888,8.395965,20.120153,14.568383,29.003445,25.42427,11.739233,24.468317,17.167779,9.021446,31.579419,17.640092,13.963333,0.0,5.523592,19.285696,19.021289,11.140805,12.745407,8.205967,12.512711,8.952188,24.538875,18.50976,9.866159,34.897146,11.635565
HYD031956,11.371141,17.386583,11.508935,16.498187,12.279273,22.126354,18.012647,32.932884,30.07023,16.905682,28.397756,20.488087,13.891115,35.136499,21.569531,14.483496,5.739351,0.0,24.634815,22.578369,14.781909,15.557796,13.945318,15.565246,6.733396,28.468314,23.655575,13.795598,39.574552,15.004558
HYD032406,16.048595,21.855688,18.737335,14.818153,15.216417,22.717575,17.048216,14.763724,9.932524,8.699392,16.463871,19.034285,11.266129,25.171301,10.311748,20.460067,19.499504,24.476142,0.0,17.972416,14.586008,18.655978,13.765535,17.839013,24.42376,14.280238,1.225236,12.672639,19.4054,16.283231
HYD032713,12.267181,8.770428,13.057916,7.65494,11.214453,6.571792,5.031224,13.800343,13.949413,13.194249,9.265215,2.929489,12.869119,13.628729,8.035832,8.352899,18.887212,21.957629,17.772614,0.0,7.936987,7.552969,16.635128,7.586593,17.368114,9.335773,16.576594,9.795155,22.137214,8.128574
HYD032768,4.387933,7.884171,5.942755,1.999743,3.335204,9.30158,3.632221,20.292242,17.99855,7.481247,15.757114,6.126131,6.326215,20.537771,8.928888,6.468991,11.007964,14.876496,14.431852,7.979641,0.0,4.147751,9.70293,3.330786,12.70551,15.827671,13.235831,2.88126,27.897178,1.740322
HYD036294,5.361243,4.613679,5.855374,4.904451,5.128344,8.000148,3.015659,20.992723,20.290222,11.309178,16.457595,5.907886,9.904345,20.556297,11.863326,2.426763,12.598308,15.242713,18.259782,7.998167,4.148052,0.0,13.031173,0.816965,10.653198,16.528153,17.063762,6.888371,29.329593,2.66229
HYD032185,8.815212,17.056795,11.503952,11.079627,8.170224,18.702908,13.033549,25.014359,20.183159,6.587656,20.697928,15.019618,4.434386,27.862552,13.506527,14.812276,8.620589,13.751636,13.614273,16.873128,9.949564,13.16844,0.0,12.496681,15.375326,20.768486,12.838337,7.378698,29.656034,10.906217
HYD032478,5.097135,5.122851,5.731897,4.087486,4.701765,8.056928,2.99955,20.963545,20.059658,10.492213,16.428417,5.891776,9.136102,20.540188,11.632762,3.138206,12.3342,15.585697,17.442817,7.982058,3.331087,0.816965,12.404283,0.0,11.364641,16.498974,16.246797,6.071406,29.139956,1.845325
HYD032430,9.843728,12.761208,6.88356,14.072715,10.751861,17.500979,13.387273,30.94755,29.19837,16.241543,26.412422,15.862712,13.841468,30.511124,20.128708,9.858121,8.806379,6.54154,24.161401,17.952994,12.356436,10.932421,15.51299,11.643864,0.0,26.482979,22.96538,13.105403,38.884358,12.136688
HYD032431,19.134273,18.080398,20.904324,16.10597,17.699547,15.881762,14.289106,4.667835,6.972146,16.083142,2.365264,12.239459,16.743719,11.072695,10.083827,17.662869,24.81105,29.071415,13.751687,9.373418,15.873824,16.862939,20.880471,16.891418,26.678084,0.0,13.469938,15.001907,13.004705,16.622271
HYD031963,14.975055,20.782147,17.663795,13.744613,14.142877,21.644035,15.974676,14.49038,9.65918,7.625852,15.53274,17.960745,10.498464,24.24017,9.283751,19.386526,19.119608,24.096247,1.196577,16.944419,13.512467,17.582438,13.38564,16.765472,23.35022,13.349107,0.0,11.599099,19.132056,15.20969
HYD032572,4.394128,10.729404,6.741051,4.09335,2.959402,11.71663,6.047271,19.540425,17.15567,5.050908,15.005297,8.03334,3.682754,22.169921,8.177071,8.971402,10.080905,14.341271,12.728849,9.88685,3.282885,6.986256,7.059469,6.16929,12.972363,15.075855,11.532828,0.0,27.145361,4.578826
HYD032495,30.634224,30.130313,32.777496,27.979142,29.572719,27.931677,26.339021,8.751437,11.408431,23.285021,14.415179,24.289374,26.157633,18.606471,20.294807,29.712784,34.971718,39.948356,19.142807,21.423333,27.746997,28.912854,29.634971,28.941332,38.727999,13.318319,19.081666,26.875079,0.0,28.672186
HYD031873,4.49017,6.622035,5.486378,2.930321,3.671476,9.120164,3.585625,20.77164,19.585824,9.068521,16.236511,6.30169,7.464158,20.71333,10.516161,4.98353,11.398231,14.978732,16.019125,8.1552,1.659143,2.66229,10.763388,1.845325,12.088984,16.307069,14.823105,4.399462,28.94805,0.0
