source_poi_id,HYD004483,HYD009360,HYD006630,HYD005323,HYD035194,HYD035293,HYD034841,HYD004598,HYD035286,HYD005549,HYD036148,HYD004263,HYD005142,HYD004214,HYD005531,HYD007035,HYD005319,HYD004284,HYD004581,HYD034862
HYD004483,0.0,13.281882,16.127098,5.344016,20.696432,21.972523,18.134325,13.069448,20.067555,8.765086,10.814242,17.645102,3.371733,8.860286,13.171033,14.209438,12.094561,2.357795,17.861019,19.628465
HYD009360,12.717788,0.0,6.755128,15.947398,31.910687,16.192059,11.72152,22.271264,30.885824,5.559613,23.112202,11.995468,14.579679,21.158245,13.593617,23.854449,23.68797,11.389268,11.930865,12.877675
HYD006630,16.101323,6.684057,0.0,16.364183,31.805548,10.234377,5.970116,21.619813,30.36843,7.996764,25.249985,6.554103,18.393909,22.225643,10.933747,23.202999,26.075069,14.590604,6.489501,16.366801
HYD005323,5.425248,16.2659,16.801314,0.0,16.644198,20.97807,18.025007,8.263923,15.070301,11.712691,9.412907,16.650649,8.796981,6.66163,12.140426,9.403913,10.027584,5.03701,16.868669,23.70745
HYD035194,20.102121,32.31737,32.441466,16.612375,0.0,34.146803,31.387963,13.696438,1.815729,28.02815,11.630683,29.997712,17.686213,12.904794,25.48749,9.396944,9.349418,21.352468,30.215733,38.612984
HYD035293,21.894999,15.82325,10.243462,20.921099,33.870404,0.0,4.635809,20.24739,32.433285,14.76051,28.92978,4.952599,24.187585,26.440784,10.80814,25.267854,29.544457,20.38428,5.017295,25.493782
HYD034841,18.127983,11.749205,6.169417,17.755995,30.7053,4.728496,0.0,18.579281,29.268181,10.308493,25.764676,1.264611,20.420569,23.27568,7.643036,22.10275,26.379353,16.617264,1.200009,21.419737
HYD004598,12.554676,22.48806,21.786939,8.686548,13.717246,20.514966,18.965056,0.0,12.325477,18.273378,12.118358,17.574805,15.926409,10.922821,13.117312,5.114697,12.582746,12.166438,17.792825,30.836878
HYD035286,19.539291,31.247265,30.738182,15.188642,1.628961,32.509906,29.73885,12.059541,0.0,26.694056,11.067853,28.348599,17.123383,12.341964,23.838376,7.760047,8.786588,20.018375,28.566619,38.050154
HYD005549,8.360344,5.69906,7.755796,11.407755,27.920078,14.616708,10.14617,18.794626,26.346181,0.0,18.761687,10.420117,10.65293,16.80773,11.216265,20.273177,19.761222,6.849625,10.355515,15.492196
HYD036148,10.161903,22.64114,23.873329,8.069215,12.247158,27.90857,24.9714,11.503246,11.889199,18.087932,0.0,23.581149,9.398792,2.39888,19.070926,9.051487,3.39863,11.41225,23.799169,29.790369
HYD004263,17.465284,12.438297,7.111698,16.491383,29.440689,4.900244,1.414282,17.31467,28.00357,10.771376,24.500064,0.0,19.75787,22.011069,6.378424,20.838139,25.114742,15.954565,0.441141,22.233881
HYD005142,3.672586,15.09762,18.648036,8.450745,17.434524,24.63102,20.792823,16.176176,17.076565,11.16088,9.796615,20.303599,0.0,8.504425,15.82953,16.098715,9.211808,5.016292,20.519517,21.197406
HYD004214,8.92926,21.408497,22.662185,6.880704,11.861534,26.720058,23.782889,10.314735,11.207269,16.855289,3.158092,22.392637,9.160622,0.0,17.882415,7.941043,3.970201,10.179608,22.610658,28.557726
HYD005531,11.961697,12.881712,9.88874,10.938618,23.887923,10.111115,7.173946,13.31896,22.450805,9.477215,18.947299,5.783694,14.254284,16.458303,0.0,15.285373,19.561976,10.450979,6.001715,22.677297
HYD007035,14.148347,24.570061,23.868939,10.28022,8.602549,25.37742,22.618581,4.927055,7.21078,20.261866,9.167734,21.228329,16.597612,9.308462,16.718107,0.0,9.632122,13.760109,21.44635,32.430549
HYD005319,11.238013,23.007418,26.025525,10.181976,10.297133,29.934534,26.997365,12.582719,9.939174,19.070678,3.255337,25.607113,8.376261,5.137087,21.096891,9.398621,0.0,12.92609,25.825134,29.303032
HYD004284,1.989006,11.473209,14.282504,4.938167,21.45049,20.127928,16.289731,12.663598,19.876593,6.920492,12.629005,15.800507,4.896509,10.550117,11.326439,13.803589,13.909324,0.0,16.016425,18.67044
HYD004581,17.529886,12.173226,6.846627,16.555986,29.505291,4.964846,1.478884,17.379272,28.068173,10.506305,24.564667,0.064603,19.822473,22.075671,6.443027,20.902742,25.179344,16.019168,0.0,21.96881
HYD034862,19.279,11.436032,16.458057,23.2207,37.575984,26.027782,21.763521,30.946131,37.218024,15.030812,29.527385,22.255047,20.244976,27.573429,23.853197,32.086122,29.353267,18.844266,22.190444,0.0
