poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD031023,KPHB Park,Nature & Outdoors,17.47313793,78.38531628000001,2249764658
HYD030858,Alam Thota Park,Nature & Outdoors,17.4421937,78.4634506,7694976836
HYD006662,Saradha Vanam,Nature & Outdoors,17.410799360000002,78.4817409,11066705785
HYD031127,SBI Officers colony park,Nature & Outdoors,17.399166583333333,78.51784545,4637354271
HYD030861,Alwyn Park,Nature & Outdoors,17.48980074,78.35172092,2231795204
HYD031315,sri puri childrens colony park,Nature & Outdoors,17.458774,78.5010182,13417551885
HYD031032,Kesav Memorial Playground,Nature & Outdoors,17.39691634,78.4901943,4176118711
HYD031074,Nagina Bagh,Nature & Outdoors,17.384970744444445,78.40197624444444,3579909428
HYD036276,juice point,Nature & Outdoors,17.3675134,78.5250874,4194874676
HYD031286,park,Nature & Outdoors,17.39885456,78.51617193999999,11840315712
HYD031008,Interactive Science park,Nature & Outdoors,17.445808839999998,78.37854268,6149806107
HYD035690,Marri Chettu,Nature & Outdoors,17.4061818,78.3762371,4328310661
HYD030924,G.R. Reddy Park,Nature & Outdoors,17.49112006,78.57490812,2795821174
HYD036175,Fox Sagar,Nature & Outdoors,17.52760252662338,78.4677161584416,11332673425
HYD036181,Gopi Cheruvu,Nature & Outdoors,17.479617991495598,78.32951648299121,7401499006
HYD031273,padma rao nagar park,Nature & Outdoors,17.42955166,78.51257306,308796504
HYD031037,Krishnakanth Park,Nature & Outdoors,17.4402035125,78.43020765000001,1291820598
HYD031205,Walkers Park,Nature & Outdoors,17.45411008,78.42440562,6354009325
HYD030983,HIG Park,Nature & Outdoors,17.48961612,78.34952872000001,2231795143
HYD030885,Central Park,Nature & Outdoors,17.433398642857146,78.36265485714286,2246173530
