source_poi_id,HYD033057,HYD036256,HYD036272,HYD031137,HYD036153,HYD031135,HYD031244,HYD034755,HYD035967,HYD006086,HYD032856,HYD031688,HYD032888,HYD031024,HYD035450,HYD030947,HYD036247,HYD006082,HYD032866,HYD030857,HYD034740,HYD030963,HYD035438,HYD031058,HYD006261,HYD031218,HYD031776,HYD031670,HYD031119,HYD034798
HYD033057,0.0,30.97337,38.008968,10.944565,28.076038,34.378601,28.34651,26.224214,23.892364,24.62993,18.331094,17.712031,21.028068,22.391898,37.57641,25.729337,12.772213,40.906291,11.104981,6.797216,32.624342,23.662298,15.59928,27.349016,35.5409,21.936926,26.697181,39.841014,34.061119,24.433339
HYD036256,31.365434,0.0,10.663015,21.798363,18.975765,5.269291,6.106408,14.290906,9.153212,14.585222,15.377657,20.085597,12.819827,19.161947,11.770388,11.427335,19.770549,24.231782,21.250075,33.711738,10.351293,15.816202,16.086522,10.564319,6.947654,11.226597,21.704215,11.200692,17.331532,8.189771
HYD036272,37.813508,10.43697,0.0,28.28259,16.007495,6.936878,15.320789,12.305562,17.903652,23.335663,21.039951,28.299989,21.570267,17.349111,3.594841,20.177775,26.254776,18.545051,27.698149,40.195965,6.431732,24.566643,22.757258,19.415399,6.091884,16.69782,19.718871,2.648705,11.6448,16.940211
HYD031137,10.858621,21.419456,28.943773,0.0,23.333289,24.955493,18.792596,20.350466,14.33845,14.896118,8.826359,7.97822,11.348616,17.64915,28.511215,15.995525,3.092761,35.032544,2.511473,12.277089,24.026459,13.928486,5.919828,17.615204,26.117792,12.383013,21.954432,30.77582,28.187371,14.879425
HYD036153,28.278206,18.867498,14.694715,23.247844,0.0,15.96689,20.569829,5.565262,18.633538,25.076271,15.277291,25.827511,20.982049,6.565197,14.262157,22.955222,21.22003,15.385394,21.865733,30.781283,9.124039,26.232331,18.996955,22.806302,14.901067,14.913457,5.104991,16.713016,8.698027,18.065386
HYD031135,34.138644,5.510206,6.448254,24.607726,15.973697,0.0,10.394025,11.288838,12.976888,18.408899,17.657295,23.909273,16.643503,16.332387,8.455809,15.251011,22.579912,21.229714,24.023285,36.5211,7.349225,19.639879,19.082394,14.488635,2.458946,13.022955,18.702147,7.466605,14.329463,12.013447
HYD031244,28.195988,6.289041,15.399035,18.628916,21.524454,10.005312,0.0,18.206436,5.983765,9.489407,12.208211,15.450062,8.963794,19.716877,16.506409,5.730212,16.601103,28.967803,18.080629,30.022114,15.087314,10.720387,12.917075,4.670453,11.683675,10.02718,23.750065,15.772646,22.067552,3.980231
HYD034755,26.081868,15.31667,13.554186,20.516261,5.249958,12.416061,17.838245,0.0,15.901955,22.344687,12.545708,23.095928,18.250466,5.577987,13.121628,20.223639,18.488447,16.614018,19.669396,28.584946,8.16956,23.500748,16.265371,20.074719,11.350238,12.181874,7.947747,15.386233,9.768846,15.333803
HYD035967,22.212223,10.631794,19.741788,12.645151,20.222583,14.348065,8.004934,16.904565,0.0,8.939493,6.224446,11.244391,4.146967,18.254751,20.849162,7.976928,10.617338,31.426184,12.096864,24.558526,18.664335,9.864722,6.93331,8.561622,16.026428,5.488249,22.448194,20.686479,24.525933,4.091763
HYD006086,24.62099,14.212475,23.322469,14.931744,25.780712,17.928746,9.401423,22.462694,7.960401,0.0,12.842037,8.563781,6.064961,23.973135,24.429843,4.855146,14.144624,36.412838,15.944548,25.308873,23.010748,1.95725,11.431064,6.992314,19.607109,12.200269,28.006323,24.26716,29.512587,7.469576
HYD032856,18.282087,15.072665,21.199828,8.751169,15.924538,17.328956,12.445805,12.606521,7.991659,12.499665,0.0,11.493427,7.169846,12.572274,20.76727,12.208502,6.723355,27.288598,8.166728,20.664544,16.282514,13.307937,4.476882,12.947613,18.491255,5.494881,16.877556,23.031875,20.443426,8.532634
HYD031688,17.712623,19.658752,28.768747,8.023376,25.584212,23.375023,15.486121,22.266194,12.577746,9.164203,10.486346,0.0,7.601805,22.58555,29.022411,11.666732,7.542301,36.948272,9.342225,18.400506,24.854354,7.635212,7.532525,13.286411,25.053386,11.48668,26.890832,29.713437,30.1031,12.573666
HYD032888,21.169895,12.532057,21.642051,11.357191,21.473728,16.248328,9.103245,18.15571,5.451051,5.720635,7.381162,7.721872,0.0,19.411468,22.749425,6.220172,9.490073,32.677328,11.028891,22.293924,20.107067,6.528906,5.656942,7.227571,17.926691,6.739394,23.699338,22.586742,25.777077,5.767038
HYD031024,22.594362,18.642461,17.346457,17.980309,6.573276,16.208333,19.029521,5.513687,17.09323,23.535963,12.824798,23.103114,19.401573,0.0,16.9139,21.414914,16.402489,20.097304,16.181889,25.097439,11.961832,24.692023,16.506347,21.265994,15.14251,13.373149,5.833288,19.178504,13.252132,16.525078
HYD035450,37.442586,11.981983,2.970819,28.606834,14.9649,9.081375,16.865802,11.895156,19.448666,24.880676,20.636281,29.353428,23.11528,16.938705,0.0,21.722788,26.57902,17.138943,28.022393,39.945663,5.389137,26.111656,23.810697,20.960412,8.015551,17.751258,19.308465,5.398196,10.238693,18.485224
HYD030947,25.752329,11.654306,20.764301,16.063083,24.664211,15.370577,6.637731,21.346193,7.297804,5.007106,13.165914,11.867142,6.568861,22.856634,21.871674,0.0,15.275962,34.333068,17.075887,26.440212,20.452579,6.685253,11.996722,3.47594,17.04894,12.477062,26.889821,21.708991,27.432818,5.972856
HYD036247,12.685886,19.332759,26.857076,3.033878,21.581787,22.868796,16.705899,18.263769,12.251753,14.132265,6.739662,7.577994,9.261919,16.246103,26.424518,15.020292,0.0,32.945847,2.544882,14.947253,21.939762,13.164633,3.833131,15.759403,24.031095,10.296316,20.551386,28.689123,26.100674,12.792728
HYD006082,41.092492,24.750424,18.168433,35.526885,16.341601,21.849816,29.634243,17.382506,30.735837,37.178569,27.556332,38.106552,33.26109,19.975298,17.735875,34.491229,33.499071,0.0,34.68002,43.59557,15.782219,38.33463,31.275995,33.728853,20.783992,27.015755,18.194873,20.595809,8.239558,30.167685
HYD032866,11.031791,20.753529,28.228667,2.511473,21.591605,24.289566,18.126669,19.63536,13.672523,15.948398,8.111253,9.394127,10.813873,15.907465,27.796109,16.572247,2.558019,34.317438,0.0,13.534868,23.311353,14.980766,5.385086,17.311358,25.451865,11.717086,20.212748,30.060714,27.472265,14.213499
HYD030857,6.733369,33.323706,40.448197,12.295372,30.515268,36.817831,30.181095,28.663443,26.2427,25.2623,20.730609,18.344401,22.296779,24.831128,40.01564,26.361707,14.997011,43.345521,13.544211,0.0,35.063572,24.294668,17.824078,27.981386,37.980129,24.287262,29.136411,42.280244,36.500349,26.783675
HYD034740,32.07008,10.769231,6.596447,23.63483,9.580438,7.868622,15.65305,6.52265,15.803701,22.246433,15.664277,24.582583,19.422545,11.566199,6.16389,19.833063,21.607016,15.496777,23.050389,34.573157,0.0,23.402494,19.039853,19.248838,6.802799,12.991431,13.935959,8.614748,8.596526,15.061443
HYD030963,23.486044,15.576565,24.686559,13.796797,26.978465,19.292836,10.765513,23.660447,9.158153,1.95725,13.399353,7.306183,6.99857,25.170887,25.793932,6.598741,13.009677,37.61059,14.809601,24.173927,24.222,0.0,11.07894,8.356404,20.971199,13.133878,29.204075,25.63125,30.71034,8.667329
HYD035438,15.512953,15.648732,24.007648,5.860945,19.603486,19.184768,13.021872,16.285468,8.567726,10.758606,4.505619,7.534608,5.428787,16.300907,24.148019,11.187161,3.833131,30.967546,5.371949,17.774319,19.961461,11.378355,0.0,11.926272,20.347067,6.612288,20.60619,25.025999,24.122373,9.108701
HYD031058,27.515951,10.016261,19.126255,17.826705,23.598594,13.732531,4.341109,20.280576,7.117131,7.305996,13.266283,13.631782,7.621252,21.791017,20.233628,3.148272,16.32988,32.695023,17.868698,28.203834,18.814533,8.563693,12.496749,0.0,15.410895,12.055396,25.824205,19.592688,25.794772,5.242964
HYD006261,35.007824,7.01279,5.005902,25.476905,15.504027,2.381145,12.09151,10.819168,14.674373,20.106383,18.526475,25.494305,18.340988,15.862717,7.013457,16.948496,23.449092,20.631719,24.892465,37.39028,6.751229,21.337363,19.951574,16.186119,0.0,13.892135,18.232477,6.024253,13.731468,13.710931
HYD031218,22.451109,10.598671,17.777431,12.92019,15.116405,12.954551,9.503312,11.798387,7.326412,12.941132,5.96976,12.93759,7.777551,13.210891,17.917802,11.831214,10.892377,26.320005,12.33575,24.833565,13.749745,13.749403,7.394859,11.682293,14.11685,0.0,17.342016,18.795782,19.419755,6.941377
HYD031776,27.378925,22.732745,19.01299,23.322011,4.79301,19.832136,24.142057,9.137491,22.205766,28.648499,18.166501,28.444817,24.554277,6.893086,18.580432,26.52745,21.744192,16.985936,21.523592,29.882002,13.442314,29.804559,21.84805,26.37853,18.766313,18.485685,0.0,21.03129,12.647557,21.637614
HYD031670,39.584889,12.208351,3.094429,30.053971,17.701539,8.70826,17.09217,14.076944,19.675034,25.107044,22.811333,30.07137,23.341649,19.120492,4.925372,21.949157,28.026158,19.729983,29.46953,41.967346,8.125775,26.338024,24.52864,21.18678,7.863265,18.469201,21.490253,0.0,12.908615,18.711592
HYD031119,34.027082,17.604768,11.022777,28.461475,9.276191,14.70416,22.488587,10.317096,23.590181,30.032913,20.490922,31.041142,26.19568,12.909888,10.590219,27.345573,26.433661,7.472563,27.61461,36.53016,8.636563,31.188974,24.210585,26.583197,13.638336,19.870099,13.310106,13.450153,0.0,23.022029
HYD034798,24.403695,7.579649,16.689643,14.836624,18.938001,11.295919,4.336467,15.619983,2.191473,7.517865,8.415918,12.60356,5.589067,17.130424,17.797016,5.051612,12.80881,29.570127,14.288336,26.749999,16.090473,8.673926,9.124783,5.076251,12.974283,7.394803,21.163612,17.634333,22.669876,0.0
