poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD005643,HITEX Exhibition Centre Entrance,Culture & Heritage,17.470492,78.3764724,13394445209
HYD009621,pjr statue,Culture & Heritage,17.4135807,78.4602273,1762349858
HYD000167,Dancing Peacock,Culture & Heritage,17.5165729,78.3962676,1906537047
HYD000221,T V Rao House,Culture & Heritage,17.4212626,78.4521219,10035871468
HYD009610,Telangana Martyrs Memorial,Culture & Heritage,17.4004707,78.4736735,2847561579
HYD000138,Golconda Jail,Culture & Heritage,17.3896604,78.3964049,7686954122
HYD009615,YSR Statue,Culture & Heritage,17.4266915,78.4526737,3204242597
HYD009268,KMEC Library,Culture & Heritage,17.3968464,78.62206,11900595785
HYD009757,NTR Statue,Culture & Heritage,17.4960312,78.394815,12761969562
HYD009279,Reading room,Culture & Heritage,17.48955974,78.39412296,350456765
HYD009741,Dr B R Ambedkar Statue,Culture & Heritage,17.4423867,78.4393579,351828029
HYD009774,tank,Culture & Heritage,17.4224031,78.4850374,308792952
HYD000216,Sri Krishnadevaraya,Culture & Heritage,17.4153652,78.4797451,2180033518
HYD000234,vistar graphics,Culture & Heritage,17.4027157,78.4937938,4000121887
HYD009284,Study Guru Reading Room,Culture & Heritage,17.4424982,78.4393395,351828029
HYD006637,SRI BALAJI ART GALLERY & GIFT ITEMS,Culture & Heritage,17.4298112,78.4480548,7682661999
HYD000166,DR B R Ambedkar Statue,Culture & Heritage,17.4992965,78.4518896,3151921722
HYD000168,Dancing Peacock,Culture & Heritage,17.5164258,78.3962716,1906537047
HYD009576,Amar Jyothi Amar Jawan,Culture & Heritage,17.4938541,78.5208267,2234143057
HYD000162,Boduppal NTR Statue;NTR Statue,Culture & Heritage,17.412183,78.5856175,310446917
