poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD031166,Sri Mahalakshi Vambay Colony Children's Park,Nature & Outdoors,17.358251628571427,78.56584269999999,13344670699
HYD031242,jagruthi colony park,Nature & Outdoors,17.4664516,78.3647693,13371265277
HYD031687,DPS Nacharan Football Ground,Recreation & Sports,17.439736345454545,78.555325,7711049610
HYD031654,BRJCPHS Ground,Recreation & Sports,17.4400621125,78.48920799999999,11328601188
HYD036260,Singos Tank,Nature & Outdoors,17.349788931249996,78.44393524166668,312788760
HYD030851,AG Colony Park-2,Nature & Outdoors,17.4469152,78.4286336,1750003750
HYD030969,Gayatri Nagar Indoor Badminton Court,Nature & Outdoors,17.45351316,78.40015639999999,3602307414
HYD030994,Hill Top Lake Park,Nature & Outdoors,17.444294242105258,78.41590352631579,1284260538
HYD031159,Siddartha Nagar Park,Nature & Outdoors,17.441378680000003,78.43528583999998,351827087
HYD031784,indoor game point,Recreation & Sports,17.474107580000002,78.55183344,2225283779
