source_poi_id,HYD000589,HYD000678,HYD005802,HYD033676,HYD001788,HYD033595,HYD033427,HYD034087,HYD005249,HYD033302,HYD033754,HYD033366,HYD005799,HYD003752,HYD000511,HYD001926,HYD033471,HYD005696,HYD005026,HYD033851
HYD000589,0.0,5.198649,9.343244,9.274787,7.725253,20.797726,23.391795,12.420231,8.408123,5.724562,8.142967,9.760991,2.118914,10.962399,23.261904,37.918613,21.202323,12.316458,25.490751,12.406859
HYD000678,5.177605,0.0,6.281752,12.820839,3.193504,16.357839,21.065688,12.978297,11.954174,0.592982,10.944799,6.699499,4.809493,6.948213,20.935798,33.478726,19.104576,8.071717,22.105902,8.162118
HYD005802,9.966197,6.77739,0.0,12.94055,7.350619,15.173009,24.105522,18.184937,10.956054,7.006925,8.433449,1.330195,8.628384,4.414348,23.975631,32.586164,22.332418,12.198591,22.501166,11.570885
HYD033676,9.24503,11.866696,12.868109,0.0,14.07268,26.525314,31.738075,20.766511,2.457033,12.392609,4.214345,13.561039,9.483523,15.786788,31.608184,43.938468,29.548603,19.827528,33.094375,19.917929
HYD001788,7.673941,3.374666,6.765623,14.814785,0.0,13.318146,19.551621,13.578594,13.715356,2.781684,11.786349,6.480384,6.80344,4.110144,19.42173,30.439033,17.778517,7.106901,19.066209,6.524776
HYD033595,19.921519,15.622244,14.241625,25.887278,12.321287,0.0,14.946274,17.520545,23.902782,15.029262,21.634851,13.532787,19.051018,10.480068,14.816383,19.042701,13.894115,9.559637,10.110448,9.079307
HYD033427,22.508253,21.333709,24.463627,31.741983,19.718263,16.020005,0.0,16.57039,30.875318,21.266416,30.610162,23.754789,23.404385,20.702069,0.431292,19.020011,4.862406,13.791457,6.40789,14.549974
HYD034087,11.376436,11.700852,16.930491,20.610166,12.850092,17.425362,15.83617,0.0,19.743502,11.633559,19.478346,17.348239,12.272569,16.785511,15.706279,31.68436,12.479196,9.145685,18.556405,9.998756
HYD005249,8.761916,11.383583,11.272184,2.465398,13.589566,24.929389,31.254961,20.283398,0.0,11.909495,2.455152,11.965114,9.000409,14.190863,31.12507,42.342543,29.065489,19.344415,32.006519,19.434816
HYD033302,5.518514,0.592982,6.366766,13.005978,2.695495,15.969128,21.083958,12.996567,12.139314,0.0,11.129939,6.623364,4.994633,6.523786,20.954068,33.090014,19.122846,8.089987,21.71719,8.180388
HYD033754,8.481636,10.739001,9.343178,4.585702,11.877375,22.777313,30.974681,20.003118,2.667361,11.264913,0.0,9.82962,8.720129,12.018651,30.84479,40.190467,28.785209,18.699668,30.077512,18.117542
HYD033366,9.68883,6.500023,1.360971,13.52252,6.565092,14.876615,23.809128,17.907569,11.538024,6.729558,9.015419,0.0,8.351017,4.117954,23.679237,32.28977,22.036024,11.902197,22.204772,11.274491
HYD005799,2.497529,3.82828,7.265132,9.334545,6.034264,19.307896,24.098131,13.126567,8.46788,4.354193,8.202724,7.682879,0.0,9.27141,23.96824,36.428783,21.908659,11.789112,25.055959,11.879513
HYD003752,10.945176,7.105841,3.847677,15.748003,4.7854,12.350014,21.282526,18.189269,13.763507,6.512859,11.240902,3.138838,9.956777,0.0,21.152636,29.763168,19.509422,9.375596,19.67817,8.747889
HYD000511,22.526137,21.351593,24.481511,31.759867,19.736147,15.879915,0.250168,16.588274,30.893202,21.2843,30.628046,23.772672,23.422269,20.719953,0.0,18.730029,5.083894,13.80934,6.117908,14.567858
HYD001926,37.830412,33.839694,32.640216,44.285869,30.629532,19.166997,18.814044,33.331503,42.301373,33.254853,40.033441,31.931377,37.276609,28.878658,18.652659,0.0,23.543082,27.14884,14.398059,26.66851
HYD033471,20.435598,19.568947,22.698865,29.669328,17.953501,14.81511,4.892426,13.119192,28.802664,19.501654,28.537508,21.990027,21.33173,18.937307,5.043215,23.578993,0.0,12.026695,10.966872,12.785212
HYD005696,12.8723,9.527501,12.477104,21.794754,7.586296,10.450984,13.714104,10.237243,20.928089,9.324013,19.116827,11.768265,13.50373,8.715546,13.584213,27.571871,11.752991,0.0,14.836577,1.821545
HYD005026,25.108694,22.89376,22.680474,34.326128,19.683598,10.741277,6.444378,19.545813,32.341631,22.308918,30.0737,21.971636,26.004826,18.918917,6.282992,13.835506,11.173415,15.11889,0.0,15.542411
HYD033851,12.087632,8.096915,11.367263,20.259062,5.947132,10.155254,14.722974,10.850085,19.392397,7.893426,17.479873,10.658425,12.247716,7.605705,14.593083,27.276141,12.827746,1.535665,15.710172,0.0
