source_poi_id,HYD000615,HYD001879,HYD005882,HYD005939,HYD033992,HYD000601,HYD005801,HYD033641,HYD005889,HYD033762,HYD006829,HYD000519,HYD005232,HYD033654,HYD033316,HYD006828,HYD005068,HYD005868,HYD033301,HYD001914
HYD000615,0.0,9.11179,4.428419,7.670465,20.400035,24.186273,17.655646,28.954903,15.776944,5.660812,12.734884,17.906,6.672257,11.278502,7.722579,20.678512,23.367346,17.764474,20.14147,4.533024
HYD001879,9.058159,0.0,7.512304,7.308371,11.844423,19.412305,12.067513,21.758325,10.318205,3.530299,8.276529,11.141101,9.086474,4.22353,5.239556,13.913613,14.811734,11.040022,13.077173,5.399667
HYD005882,4.672421,6.400814,0.0,5.609923,16.451483,22.156356,14.92978,26.105549,13.180472,3.414101,11.709473,14.177474,6.129077,7.32995,3.774027,16.949986,19.418795,14.076394,18.36792,2.430972
HYD005939,7.381763,7.362423,6.410386,0.0,15.961401,18.262742,11.732116,23.031372,9.853414,5.830677,14.24741,11.223408,2.953129,6.695376,3.046639,13.99592,17.614457,11.092807,19.474094,5.521434
HYD033992,19.828627,11.578874,18.282772,14.48353,0.0,15.647859,8.7803,13.785704,8.509051,14.300767,14.497212,6.172049,17.117515,9.117796,13.478385,6.987576,6.839113,7.126679,8.758649,16.170134
HYD000601,23.457099,19.737048,23.325851,18.104363,16.038321,0.0,8.432812,9.393393,9.680056,22.450068,25.760953,10.142389,18.708218,15.923929,19.962104,9.189285,10.289524,9.167249,23.246983,22.436899
HYD005801,16.606508,11.806621,15.873323,10.651835,9.022331,7.898961,0.0,12.258261,2.048403,14.51964,17.830526,2.634299,11.857627,7.993501,12.501531,3.741636,7.187309,1.640173,15.738894,14.984371
HYD033641,28.930538,22.472556,28.049403,22.827916,13.868823,9.267401,12.73708,0.0,14.443086,25.49516,26.850798,13.177841,24.181657,19.675802,24.036391,10.880616,7.449237,12.679199,20.705783,26.869947
HYD005889,15.054718,10.475841,14.542543,9.321056,9.115238,9.094099,1.997787,13.696089,0.0,13.18886,16.499746,3.19404,10.305837,6.662721,11.170751,5.179464,8.625137,2.226381,15.323961,13.653591
HYD033762,5.52786,3.912818,3.982005,6.442202,15.402223,22.428044,15.083253,25.316125,13.333945,0.0,9.233878,14.156841,7.869049,6.963515,4.373387,16.929352,18.369534,14.055761,15.660244,1.869367
HYD006829,12.447969,8.18844,11.052403,14.756097,15.002733,24.935183,17.590391,26.304497,15.841083,8.846354,0.0,16.663979,14.918734,10.679529,12.687282,18.902182,19.357906,16.5629,8.609963,9.341213
HYD000519,17.24918,11.30823,15.944279,10.722791,6.575348,9.838263,2.88249,12.846727,3.331096,14.021249,17.332134,0.0,12.500299,7.49511,12.003139,2.813198,6.471192,1.22887,13.291911,15.055326
HYD005232,6.059951,9.706732,6.339393,3.47591,17.987293,19.186816,12.656189,23.955446,10.777487,7.92484,15.005647,12.906543,0.0,9.039684,5.390947,15.679055,19.163773,12.765017,21.818402,6.443997
HYD033654,11.503331,4.582504,9.500428,5.577839,9.318698,15.594932,8.25014,19.232601,6.500832,6.916274,10.622291,7.323728,8.422751,0.0,4.52357,10.09624,12.28601,7.222649,13.086675,7.666956
HYD033316,7.188355,5.011222,4.976859,2.558426,13.317028,18.792501,11.565925,22.741695,9.816617,3.62398,12.040714,10.813619,4.513789,3.99833,0.0,13.586131,16.28434,10.71254,16.777048,3.450932
HYD006828,19.867157,13.926207,18.562256,13.340769,7.419327,8.79762,3.720075,10.494913,5.426081,16.639227,19.236316,2.813198,15.118276,10.113088,14.621117,0.0,3.657994,3.571711,14.740244,17.673304
HYD005068,23.683983,15.450217,21.927721,17.199046,7.146613,9.31025,7.356127,6.946591,9.062132,18.472821,19.828459,6.671475,18.976553,12.653463,17.014052,3.858277,0.0,7.298246,14.954271,19.847608
HYD005868,16.675105,10.923283,15.370204,10.148716,7.5488,9.213801,1.653621,12.222264,2.102227,13.636302,16.947188,1.160769,11.926224,7.110163,11.618193,3.645159,7.090831,0.0,14.265364,14.481252
HYD033301,20.192996,12.936799,18.79743,18.460193,8.731082,23.025409,15.946979,20.911876,15.210737,15.64455,8.540283,13.338729,21.173031,13.129945,16.722432,14.521099,14.572075,14.293359,0.0,17.08624
HYD001914,4.01999,5.322989,2.276704,6.25792,16.353767,22.253786,15.027209,26.202979,13.277902,2.102603,9.517727,14.274904,6.330869,7.232234,4.189105,17.047415,19.321079,14.173824,16.924314,0.0
