poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD035321,Shekar Super Market,Shopping,17.40789,78.486198,1693986560
HYD035283,Reliance Fresh,Shopping,17.4949521,78.4116846,1431239091
HYD035211,More Super Market,Shopping,17.4058822,78.5866749,7701760196
HYD004295,F Z Suits And Sarees,Shopping,17.5165985,78.4371281,2852309769
HYD035131,Ghanshyam Super Market,Shopping,17.4551731,78.5040514,2222305325
HYD035184,More,Shopping,17.4021361,78.4842358,2847633968
HYD004499,Sree Mokshalakshmi Sarees Centre,Shopping,17.4199412,78.5654635,3317426073
HYD034696,SSS Footwear,Shopping,17.4939615,78.4048094,12165036182
HYD035377,Vasu sarees,Shopping,17.4949794,78.3680797,5354179743
HYD005174,Sri Ramdev Kirana & General Store,Shopping,17.4895738,78.3300996,4357377652
