poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD033057,Cricket Nets,Recreation & Sports,17.53997637647059,78.57669592941177,12895031416
HYD036256,Shah Hatim Talab,Nature & Outdoors,17.393505394444446,78.41344515925927,4259890095
HYD036272,Wipro Lake,Nature & Outdoors,17.424848393023254,78.34193050465116,2246072801
HYD031137,Sainikpuri Park,Nature & Outdoors,17.486089122222225,78.55289032222221,3598275741
HYD036153,Achari Kunta Lake,Nature & Outdoors,17.518263629411763,78.37655485294118,7678943143
HYD031135,Sai Laxmi Panchavati Colony Park,Nature & Outdoors,17.4120783,78.3832774,2795872112
HYD031244,jai lodeshwar bhavan,Nature & Outdoors,17.3776344,78.455051,2852234205
HYD034755,JNTU Sports Complex,Recreation & Sports,17.4913809,78.3908253,7686812919
HYD035967,Sunset Viewpoint,Nature & Outdoors,17.4148975,78.4790511,2794480709
HYD006086,Qube Gym and fitness centre,Recreation & Sports,17.3859995,78.5285719,2234830623
HYD032856,BHEL Enclave Playground,Recreation & Sports,17.46594806,78.48548542,7694255721
HYD031688,DPSN Badminton Court,Recreation & Sports,17.44037648,78.55563816,7711049603
HYD032888,Play Ground,Recreation & Sports,17.4172549,78.5066586,2234499762
HYD031024,KailashHills Park 1,Nature & Outdoors,17.5166752,78.4182694,3550347115
HYD035450,ISB Swimming Pool,Recreation & Sports,17.43563202,78.33753564,701281517
HYD030947,GHMC Park,Nature & Outdoors,17.374849116666663,78.5011956,2241232725
HYD036247,Ramakrishnapuram Cheruvu,Nature & Outdoors,17.476321914102563,78.53305319230769,10603711902
HYD006082,Perfect Gym,Recreation & Sports,17.5292885,78.2633946,11539591896
HYD032866,Dronacharya Indoor Sports Complex,Recreation & Sports,17.4903166,78.53363318000001,3598277126
HYD030857,Agriculture Field,Nature & Outdoors,17.547510199999998,78.60315463999999,4188819249
HYD034740,Sachdev Sports Co.,Recreation & Sports,17.4578423,78.3651184,1301927552
HYD030963,"Gandhi Nagar,Community Hall",Nature & Outdoors,17.391776483333334,78.54217449166667,1317198060
HYD035438,AOC swimming pool,Recreation & Sports,17.4597403,78.51600746,5486693610
HYD031058,Manju miya tabela playground,Nature & Outdoors,17.365234,78.4848029,2859523737
HYD006261,chitrapuri water fountain,Nature & Outdoors,17.415947820000003,78.3778527,5915678439
HYD031218,celebrity club park,Nature & Outdoors,17.4433487,78.4648412,11563086519
HYD031776,Volleyball Court 2,Recreation & Sports,17.53912798,78.38510949999998,1705375540
HYD031670,Basketball Coutr,Recreation & Sports,17.41114358,78.34041096,7694801915
HYD031119,Rock Garden,Nature & Outdoors,17.493478487500003,78.3132488875,9911123890
HYD034798,Lal Bahadur Shastri Stadium,Recreation & Sports,17.399545999999997,78.47315855714287,2847561575
