source_poi_id,HYD001875,HYD033479,HYD001892,HYD033393,HYD033331,HYD006211,HYD000670,HYD033804,HYD035518,HYD002007,HYD033473,HYD001818,HYD009052,HYD033404,HYD005774,HYD001780,HYD000680,HYD005920,HYD009037,HYD001822,HYD005940,HYD001909,HYD006828,HYD033780,HYD033417,HYD005245,HYD033439,HYD033378,HYD005845,HYD006221
HYD001875,0.0,16.582978,6.846929,6.276303,16.363124,16.168016,8.964753,12.369449,4.219951,2.712842,5.642678,2.337908,10.132035,4.266669,2.294883,9.157291,16.439602,17.660328,1.617482,3.375914,13.648761,5.095476,6.179493,6.215674,6.321771,14.001286,11.5013,12.665839,3.686826,16.38269
HYD033479,16.27919,0.0,19.752082,21.574672,23.512058,23.594573,24.263123,14.146376,18.626102,17.917851,21.185367,17.880597,11.262621,12.310888,15.621887,24.45566,18.849721,30.67114,17.160171,14.900667,3.737464,11.810891,20.906824,21.514044,13.039034,12.855087,9.83387,9.72165,14.801497,23.294011
HYD001892,6.415272,20.031456,0.0,3.580204,9.769897,9.57479,6.11174,18.784721,10.635223,4.847451,7.917145,5.833775,15.723287,9.728,8.710156,6.304277,22.854874,12.375957,8.032754,9.670993,17.097239,9.620582,1.951729,3.702494,11.99568,20.416558,17.228747,18.393287,9.63592,9.789463
HYD033393,5.962445,22.110273,3.867009,0.0,11.39719,11.202083,2.933537,18.058113,9.908615,3.92476,5.261669,4.314321,15.905352,9.793965,8.07513,3.126074,22.128267,11.629112,6.776606,9.149231,19.176056,10.622771,1.990005,0.207266,11.849066,19.68995,17.274617,18.439157,9.170459,11.416756
HYD033331,16.284627,23.554846,9.888945,11.47777,0.0,0.507083,12.711103,27.976446,20.504577,14.633394,16.59589,15.073547,22.331538,16.998027,18.57951,12.7294,32.724228,12.68466,17.535832,18.668019,21.031709,16.89061,10.464811,11.685037,19.265708,27.233753,23.204656,24.100317,17.360839,0.453172
HYD006211,16.010406,23.434244,9.614724,11.20355,0.195107,0.0,12.436883,27.855845,20.230357,14.359174,16.321669,14.799326,22.210937,16.877426,18.305289,12.45518,32.450008,12.828513,17.261611,18.547417,20.911107,16.770008,10.190591,11.410816,19.145106,27.113152,23.084055,23.979715,17.240237,0.386448
HYD000670,8.399836,24.547664,6.480036,2.849441,12.441288,12.24618,0.0,20.15639,12.006892,6.36215,7.250385,6.751712,18.342742,12.231355,10.51252,0.910115,24.226543,9.445478,8.874883,11.586622,21.613446,13.060162,4.603032,3.056591,14.286457,21.788227,19.712008,20.876547,11.607849,12.460854
HYD033804,10.01658,18.507394,15.899224,14.765433,25.415418,25.22031,17.174605,0.0,4.983831,11.765136,12.341766,11.390519,7.254378,10.087494,7.687771,17.367143,12.124298,25.87018,8.747527,7.72516,15.812406,10.9163,15.231787,14.704804,8.708044,9.405019,8.623643,9.788182,11.011008,25.359141
HYD035518,5.726471,19.064456,11.609115,10.302363,20.955967,20.76086,12.711535,8.149498,0.0,7.475027,7.711616,7.039004,8.158193,6.926262,3.658878,12.904072,12.219651,21.40711,4.345605,4.586951,16.308354,7.755069,10.807762,10.241734,8.231811,9.781335,9.527458,10.691998,6.720899,20.975533
HYD002007,2.665915,18.813743,4.960981,3.813147,14.40627,14.211162,6.501597,15.035364,6.885866,0.0,5.453862,1.620119,12.752954,6.497435,4.960798,6.694134,19.105517,15.197172,4.283397,5.909002,15.879526,7.326241,4.201088,3.752518,8.552536,16.667201,14.167215,15.331755,5.873929,14.425836
