source_poi_id,HYD034808,HYD006097,HYD034736,HYD031675,HYD006113,HYD034793,HYD031767,HYD032883,HYD034771,HYD031759,HYD032888,HYD006035,HYD006088,HYD006069,HYD034763,HYD006107,HYD032880,HYD006049,HYD035467,HYD031730
HYD034808,0.0,38.438598,10.837012,21.045369,8.591971,15.1761,35.016768,24.35249,8.68391,21.673974,8.307086,8.517544,15.224422,14.957938,14.412773,29.998412,17.812957,7.414271,26.800752,21.933127
HYD006097,36.889182,0.0,29.916761,27.011744,32.131241,39.823701,30.816799,14.946801,30.411518,21.022131,31.737034,32.034494,25.263492,38.847522,25.89613,8.343487,22.256148,36.383951,11.821457,39.495747
HYD034736,9.675401,30.989288,0.0,11.13914,4.769962,12.490937,25.110539,18.317239,8.715997,13.433965,5.561028,10.708702,6.688717,19.320608,5.25643,23.507867,9.64781,6.467191,20.650401,25.607673
HYD031675,20.910976,27.955589,11.494665,0.0,16.202237,17.967334,14.404048,17.702108,18.811919,13.116285,16.653748,21.087215,12.43855,30.655307,9.575443,20.836896,14.329215,16.446732,19.603382,35.126666
HYD006113,7.95002,33.088557,5.107125,15.828958,0.0,15.03773,29.800357,19.162909,4.902014,15.086329,1.018568,6.490437,8.297418,15.262204,7.674897,24.808831,11.300174,7.79819,21.611171,21.800371
HYD034793,16.028591,40.453674,12.36479,17.576578,15.269233,0.0,29.374573,29.601507,19.578372,24.406988,16.154288,21.571077,17.972985,29.43813,16.069982,33.334981,20.932078,9.426778,31.934669,35.976298
HYD031767,34.646678,31.354145,25.230366,14.099919,29.937939,30.762696,0.0,26.253212,32.547621,24.727631,30.389449,34.822917,26.174251,44.391009,23.311145,26.031663,25.940561,30.182434,26.220269,48.862368
HYD032883,23.794685,15.811256,17.565297,18.387566,19.036744,29.507383,26.855772,0.0,17.317021,9.666237,18.642537,18.939996,12.345737,25.753024,14.356876,7.37107,10.044439,24.032488,3.649263,26.401249
HYD034771,7.39991,31.985136,8.994369,18.53976,4.547824,19.321098,32.511159,17.899028,0.0,15.220512,3.84254,2.697463,9.538903,13.269013,10.35926,23.544951,11.359495,12.070028,20.34729,18.728909
HYD031759,20.978223,22.023503,12.553551,13.208498,14.554015,24.220346,24.723159,9.459479,14.500559,0.0,15.005525,16.546956,7.333991,25.677161,7.9013,13.658621,4.532826,19.020742,11.782124,30.112366
HYD032888,7.796818,32.578757,5.895716,16.386238,1.018568,15.928984,30.357637,18.653108,4.092437,15.409149,0.0,5.821798,8.828259,14.995183,8.205738,24.299031,11.548132,8.682422,21.101371,21.097205
HYD006035,7.911548,33.162476,11.269665,20.706237,6.82312,21.448268,34.677636,19.076368,2.697463,16.597045,6.117836,0.0,10.915436,10.57155,12.525737,24.722291,12.736028,13.849316,21.524631,16.031446
HYD006088,14.564834,25.884107,6.001192,12.701288,8.001655,17.943277,26.672687,12.529933,8.518704,7.646659,8.453166,10.565101,0.0,19.695306,3.243038,17.720561,3.860504,12.468382,14.863095,24.130511
HYD006069,14.519345,39.975279,19.693955,30.314943,15.275261,29.116506,44.286342,25.88917,13.371354,26.094074,14.990376,10.681513,20.412465,0.0,22.134443,31.535093,22.233057,21.517554,28.337433,8.33726
HYD034763,14.307004,27.353199,5.152553,10.056118,7.773347,16.548227,24.027517,14.381518,10.383029,8.540113,8.224858,12.658325,3.15143,22.226417,0.0,18.988317,5.197048,11.619743,16.714679,26.697776
HYD006107,28.619983,9.728299,22.322285,20.306349,23.862042,33.138719,26.326259,6.677601,22.142319,12.752932,23.467835,23.765294,17.102725,30.578322,17.62693,0.0,14.09538,28.789475,3.552257,31.226547
HYD032880,17.46298,22.719388,9.482545,11.920646,11.483009,21.424631,25.703904,9.522955,10.985317,4.039551,11.934519,13.031713,4.262985,22.161918,5.492755,14.555842,0.0,15.949736,11.698376,26.597124
HYD006049,7.719671,36.691232,6.632728,15.904423,7.825744,9.484452,29.875821,24.300327,12.640631,19.295382,8.777276,13.637794,12.671805,21.349886,10.958375,29.490954,15.630898,0.0,26.633488,27.888054
HYD035467,26.56805,12.913364,20.325972,19.276368,21.81011,32.108738,25.945612,3.660256,20.090386,11.722951,21.415902,21.713362,15.106412,28.52639,16.596949,4.473178,12.099068,26.793163,0.0,29.174615
HYD031730,21.601017,40.735031,25.755456,34.754861,21.764955,35.717849,48.726259,26.723304,18.815236,30.403186,20.955378,16.117773,24.852382,8.401107,26.574361,32.294845,26.542169,28.118897,29.097185,0.0
