poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD032899,THE SECUNDERABAD PUBLIC SCHOOL,Recreation & Sports,17.44475266363637,78.50043887272727,12221204201
HYD032883,Netaji Grounds,Recreation & Sports,17.48829675714286,78.38874750000001,2249764939
HYD006106,cult.fit,Recreation & Sports,17.4266717,78.4149677,1948637930
HYD031761,Tennis Court,Recreation & Sports,17.56394246,78.38492368,11893357432
HYD006096,The Gym 365 Hyderabad,Recreation & Sports,17.4829122,78.4145632,12049272669
HYD006052,Flex Gym,Recreation & Sports,17.5214481,78.3965439,2237525011
HYD031698,Govardhan Badminton Academy,Recreation & Sports,17.3993285,78.5687021,11061326513
HYD031727,NFC Cricket Ground,Recreation & Sports,17.46558338,78.57408397500002,4185236998
HYD035447,High Fields Kids Pool,Recreation & Sports,17.414797857142858,78.34013202857143,10208850990
HYD006051,Fitness9,Recreation & Sports,17.3662584,78.526909,11987126230
HYD031724,Microsoft Kick Boxing Area,Recreation & Sports,17.43036186,78.34196628000001,2246072972
HYD031648,BHEL Tennis Court,Recreation & Sports,17.493992220000003,78.30462557999999,353673754
HYD034759,NPA Grounds,Recreation & Sports,17.32747844,78.43822195999999,3644649737
HYD031668,Basketball Court,Recreation & Sports,17.443609220000003,78.45870628,3598260415
HYD034751,GHMC Play Park,Recreation & Sports,17.485553680000002,78.3999137,3392172005
HYD006083,Perfect fitness centre,Recreation & Sports,17.4737311,78.5509872,4021573411
HYD031722,Microsoft Basketball,Recreation & Sports,17.43283958,78.34310298,1043522227
HYD035439,Amberpet Swimming Pool,Recreation & Sports,17.39092,78.5183401,1316885637
HYD032887,Play Area,Recreation & Sports,17.401751679999997,78.50121571999999,308795915
HYD031749,Shivaji cricket ground,Recreation & Sports,17.3479458,78.5609258,11009674086
HYD033057,Cricket Nets,Recreation & Sports,17.53997637647059,78.57669592941177,12895031416
HYD034797,Kotla Vijayabhaskara Reddy Indoor Stadium,Recreation & Sports,17.434590625,78.425885725,7713110414
HYD006110,cultfit bodyline gym,Recreation & Sports,17.4952507,78.3583606,2231949548
HYD031662,Basketball Court,Recreation & Sports,17.53785054,78.385747,1705378172
HYD006114,salus gym,Recreation & Sports,17.360685359999998,78.54565319999999,3612551634
HYD035449,High Fields Rooftop Pool,Recreation & Sports,17.41556408888889,78.34063865555555,12574552634
HYD035455,Kids Pool District 1,Recreation & Sports,17.41317784,78.33814568,12988994473
HYD006121,Fitness Studio,Recreation & Sports,17.4175699,78.4107918,2583759021
HYD031752,Soccer Pitch,Recreation & Sports,17.55785402222222,78.3949277,7950865032
HYD006043,Cult Gym,Recreation & Sports,17.5010283,78.4291274,3602325030
