source_poi_id,HYD009769,HYD009890,HYD035629,HYD000217,HYD000166,HYD009893,HYD000178,HYD000232,HYD000172,HYD000171,HYD006812,HYD009622,HYD000198,HYD009259,HYD000157,HYD035628,HYD009739,HYD009577,HYD009266,HYD003847,HYD009576,HYD006814,HYD000204,HYD002265,HYD000170,HYD009587,HYD009581,HYD000213,HYD006809,HYD035631
HYD009769,0.0,8.882424,20.622336,11.539834,20.157911,22.610625,11.400106,42.587985,11.066858,11.657137,17.590923,13.187112,8.271463,23.676284,26.320481,20.326409,9.046939,2.406255,23.484083,26.238375,13.79448,23.532428,11.244211,12.526557,30.337397,7.187882,10.866284,0.818343,32.395278,20.199242
HYD009890,8.670041,0.0,12.365938,5.828358,16.755117,14.762027,4.801996,34.739387,9.245977,4.874431,10.683034,5.749239,10.992086,18.723643,18.527441,12.070011,7.131059,8.913933,18.531442,19.239422,13.906848,15.68383,5.532735,4.677959,24.659311,3.346069,5.204853,9.488384,27.442637,11.942843
HYD035629,20.655773,12.822365,0.0,12.807352,18.797347,5.627815,12.187806,27.051657,17.162297,11.498826,10.201956,9.568055,20.796349,13.979332,9.263096,0.684009,15.156369,20.899665,14.042216,11.096732,22.18627,12.689256,12.511729,9.073103,16.338055,15.311538,12.133802,21.474116,22.869355,0.521993
HYD000217,12.173949,4.965267,11.013659,0.0,14.261775,14.091585,3.539721,34.103445,7.905732,2.981403,8.189692,2.96554,11.563372,16.230301,16.603446,10.717731,5.899805,12.417841,16.0381,16.837144,12.929706,16.207969,3.255165,5.102071,22.165969,6.366346,2.877238,12.992292,24.949295,10.590564
HYD000166,20.015213,17.066455,17.855976,13.043649,0.0,21.187317,13.399488,42.143138,10.158008,14.518338,9.583048,11.876674,13.933195,9.478117,15.595948,17.560049,11.400249,20.695993,9.285916,14.301412,10.416896,25.101302,12.748026,15.532271,16.139229,16.596438,12.370099,20.833556,14.620432,17.432882
HYD009893,22.807042,15.160824,5.6134,15.867017,22.113087,0.0,15.24747,22.460605,20.221962,14.558491,13.509497,12.62772,23.856014,16.326314,11.451705,5.317473,18.216034,23.050933,16.389198,13.443714,25.245935,11.680378,15.571394,10.983668,18.214541,18.046212,15.193467,23.625385,24.755342,5.190306
HYD000178,11.475193,4.875919,11.059056,2.524644,14.197187,14.136982,0.0,34.148843,6.833254,1.11885,8.263265,3.039112,10.457891,16.303873,16.648844,10.763129,4.827326,11.719084,16.111672,16.910716,11.857227,16.253367,2.229021,5.175644,22.239542,5.194265,1.901139,12.293535,25.022868,10.635962
HYD000232,42.516891,34.870673,26.577667,35.643738,41.600495,22.475345,35.024191,0.0,39.998682,34.335212,33.563066,32.40444,43.632734,34.2802,27.932369,26.437676,37.992755,42.760783,34.343084,30.802772,45.022655,23.897877,35.348115,30.693517,26.69826,37.756061,34.970188,43.335234,36.275028,26.310508
HYD000172,11.985637,10.74371,18.070717,7.057059,10.668061,21.148643,7.022757,41.160504,0.0,8.141607,11.54544,10.022599,5.071246,15.28827,19.09166,17.77479,3.832261,12.738395,15.096069,17.879063,5.023973,23.265028,6.761436,12.15913,21.949383,9.42152,6.383509,12.375148,23.935131,17.647623
HYD000171,12.906918,5.524276,9.940207,4.122694,13.383301,13.018133,3.503147,33.029993,8.477639,0.0,7.311219,2.087066,12.111691,15.351827,15.529994,9.64428,6.471711,13.150809,15.159626,15.95867,13.501612,15.134517,3.827071,4.473169,21.287496,6.889583,3.449144,13.725261,24.070821,9.517112
HYD006812,17.308938,10.735443,9.251598,9.468487,9.080869,12.582939,8.905571,33.981143,9.996962,8.216592,0.0,5.624984,13.877264,9.684778,9.313597,8.955671,8.693974,17.989718,9.492577,9.231491,15.020935,18.132754,9.172864,8.994833,14.750373,12.292007,8.794937,18.127281,18.403772,8.828503
HYD009622,12.996484,5.700615,9.605421,4.212261,11.676141,12.683347,3.649344,32.695207,8.567205,2.960365,5.604058,0.0,12.224845,13.644666,14.333616,9.309494,6.561278,13.240376,13.452466,14.25151,13.591179,14.813291,3.916638,4.166431,19.580335,7.03578,3.538711,13.814827,22.363661,9.182327
HYD000198,8.371339,10.931004,20.432267,9.418608,14.053184,23.510193,9.384306,43.522053,5.426914,10.503156,13.90699,12.384148,0.0,18.814657,22.618047,20.13634,5.919545,10.021327,18.622457,21.40545,5.523017,25.626577,9.122985,14.52068,25.47577,8.381225,8.745058,7.733082,26.675211,20.009172
HYD009259,23.466496,18.571262,14.667932,16.401112,8.450874,17.141456,16.74139,34.126832,14.21176,16.05241,9.927762,13.460802,18.746996,0.0,8.517319,14.372005,14.851532,24.147276,0.33541,6.496309,17.898001,25.532819,16.105489,17.037078,8.122924,19.953902,15.727562,24.284839,10.180805,14.244838
HYD000157,25.071675,18.417425,9.533636,17.324576,14.465967,10.961906,16.761659,27.891879,17.448853,16.07268,8.59896,13.481072,21.640001,6.983874,0.0,9.237709,16.456711,25.752455,7.046758,3.041814,21.853318,19.270615,17.028952,15.5343,8.612555,20.148095,16.651025,25.890018,14.531955,9.110541
