poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD009064,Yummies,Food,17.4413694,78.4400806,11478093430
HYD009579,Ambedkar Statue,Culture & Heritage,17.4755797,78.4856559,1255128718
HYD033209,Ariban Mandi Knights,Food,17.5096183,78.3000361,4009708567
HYD006015,prem chapathi,Food,17.491418,78.4003751,2787000595
HYD033383,Food Garage Drive In,Food,17.34374066,78.3237998,7675783947
HYD005909,Pizza Corner,Food,17.4506168,78.3792198,12222636574
HYD001732,Chicken Centre,Food,17.4237576,78.5140964,309707745
HYD033583,Mandar,Food,17.3972818,78.4246558,11502784732
HYD000216,Sri Krishnadevaraya,Culture & Heritage,17.4153652,78.4797451,2180033518
HYD033866,Sri Navayuga Hotel,Food,17.4955258,78.3321063,2228839528
