source_poi_id,HYD035605,HYD035629,HYD001866,HYD002265,HYD006839,HYD001839,HYD034027,HYD000500,HYD006842,HYD034015,HYD033194,HYD033281,HYD005688,HYD001561,HYD034082,HYD005870,HYD001814,HYD006252,HYD035437,HYD001892,HYD033975,HYD000563,HYD009619,HYD033839,HYD033411,HYD033174,HYD000677,HYD033729,HYD009594,HYD000188
HYD035605,0.0,12.339104,5.245139,6.018273,6.013713,6.650215,8.67697,8.415492,8.817488,10.795623,6.746581,14.777282,14.793065,5.427436,8.679868,12.809901,7.343559,1.902541,9.501742,3.100087,1.457858,9.501742,5.089976,17.882089,4.019623,8.4661,11.300363,10.204648,17.82275,2.550606
HYD035629,12.703648,0.0,16.238982,9.073103,9.470125,17.644057,12.450707,18.816931,19.201108,7.165055,11.703673,8.405665,8.421448,17.606199,3.84679,23.547903,9.87018,14.60619,20.239744,15.725955,11.761683,20.239744,15.61475,8.471386,10.717338,10.941115,21.010537,7.900993,13.297491,12.511729
HYD001866,5.340401,15.916773,0.0,10.005186,10.38992,1.405076,13.332621,3.961371,4.400747,14.373291,11.216806,14.99435,15.010133,4.901555,12.257537,13.239534,8.255939,6.01994,10.247912,4.749838,5.983894,10.247912,9.347669,19.741677,8.39583,8.342458,6.883622,10.803328,21.719319,4.607492
HYD002265,6.076626,8.681711,9.786838,0.0,1.033422,11.191913,4.693079,12.364787,12.766783,5.360847,3.288958,13.0237,13.039483,10.986182,5.022475,15.29105,6.790177,6.976607,11.982891,8.560666,4.943438,11.982891,7.357896,14.224695,3.021708,8.209847,15.249658,9.376642,12.448292,6.059585
HYD006839,6.161761,9.105879,10.400944,1.033422,0.0,11.80602,3.911964,12.978894,13.38089,5.237313,2.507843,13.673374,13.689157,11.02326,5.446643,15.000527,7.439851,7.013685,11.692368,8.597744,5.531616,11.692368,7.067374,14.648863,3.058785,8.859521,15.863764,10.026315,12.254175,6.673692
HYD001839,7.012585,17.588957,2.048905,11.67737,12.062104,0.0,15.004804,3.467747,4.053905,16.045475,12.88899,16.492495,16.508278,6.281439,13.929721,14.210548,9.928122,7.692124,11.530486,6.422021,7.656078,11.530486,11.019852,20.547221,10.068013,10.014642,7.094494,12.475511,23.391503,6.279675
HYD034027,8.694059,12.267654,13.329096,4.533194,3.679597,14.734172,0.0,15.907046,16.309041,6.026584,2.018565,16.975839,16.991622,13.05024,8.632316,16.469015,10.939624,8.996395,13.160856,10.580454,8.358397,13.160856,8.535862,17.834537,5.813914,12.098784,18.791916,13.526088,10.291173,9.601844
HYD000500,8.48768,17.490401,3.881402,12.602908,12.987642,3.779151,15.930342,0.0,0.586159,16.971013,13.814528,14.241465,14.257248,8.331114,14.855259,16.839266,9.560308,9.449499,13.677471,8.179397,9.04661,13.677471,12.777228,18.296191,10.993551,7.984499,4.20436,11.12141,24.317041,7.205213
HYD006842,8.894313,17.46995,4.288035,13.009541,13.394275,4.36531,16.336976,0.586159,0.0,17.377647,14.221161,14.221014,14.236796,8.737747,15.261892,17.245899,9.539857,9.856133,14.084105,8.58603,9.453244,14.084105,13.183861,18.27574,11.400185,7.964048,3.767211,11.100959,24.723674,7.611847
HYD034015,11.561871,6.743561,15.097204,6.287445,6.163911,16.50228,6.020988,17.675154,18.07715,0.0,6.710136,11.882057,11.89784,16.464422,3.49612,21.002949,9.166724,12.947595,17.69479,14.531654,10.619906,17.69479,13.069795,12.740755,8.992696,10.97277,20.307081,11.377385,7.361972,11.369952
