source_poi_id,HYD034828,HYD004596,HYD005074,HYD004232,HYD034093,HYD033740,HYD001874,HYD005836,HYD035263,HYD000636,HYD035207,HYD006791,HYD004491,HYD004397,HYD034852,HYD035530,HYD006611,HYD005702,HYD005340,HYD034868
HYD034828,0.0,23.359289,8.949144,11.244363,17.898292,31.731709,16.119849,19.211153,16.609017,14.09466,6.727584,4.838952,15.146027,,24.860527,17.703053,14.271201,15.547586,22.603324,5.622163
HYD004596,22.680851,0.0,29.254933,27.262045,6.435262,12.735009,20.667315,14.280385,27.33941,34.40045,28.186074,25.046281,23.336758,,12.543411,34.670919,34.57699,32.515451,28.155385,25.829492
HYD005074,8.449023,29.404471,0.0,7.749882,23.310195,35.28528,17.680964,21.462919,13.69893,5.544689,5.234589,4.520686,16.707141,,27.150837,11.241698,5.72123,8.899977,19.936477,5.303897
HYD004232,11.667745,27.429763,8.645515,0.0,21.335486,31.545682,11.653807,17.704484,6.033874,11.418485,10.45136,7.125777,9.085419,,23.475929,8.220133,11.386408,6.064665,14.134644,6.26918
HYD034093,17.954869,6.193426,23.46125,21.468362,0.0,14.581491,14.873632,10.510987,21.545726,28.606766,23.460091,19.252597,17.543075,,9.712397,28.877235,28.783307,26.721768,23.212665,20.035809
HYD033740,31.000558,11.63338,34.990371,31.568282,14.203251,0.0,20.040853,15.436727,27.380298,40.135888,35.039384,30.781719,22.528098,,8.361329,34.203545,40.312428,34.401704,26.25856,31.56493
HYD001874,16.429564,20.38593,17.721082,11.874893,14.892594,21.031031,0.0,7.226563,7.686909,21.944939,17.770094,13.51243,2.827779,,13.758299,14.933922,22.04432,15.132081,8.49737,14.295641
HYD005836,19.27447,13.686905,21.597521,18.081382,10.443712,15.64086,6.849643,0.0,14.378215,26.594238,21.646533,17.388868,9.519086,,7.644158,21.625228,26.769429,21.823387,14.923193,18.17208
HYD035263,15.892414,27.742439,13.10967,4.99581,21.648162,28.653647,8.738031,14.841971,0.0,15.829524,15.190246,11.350446,6.748915,,21.380916,8.687048,15.797446,8.885207,9.006878,11.008065
HYD000636,13.947239,34.902687,5.732922,10.80368,28.808411,40.676099,22.372661,26.825981,15.104465,0.0,10.63856,10.018902,19.804273,,32.541656,11.162136,0.17654,7.558779,21.225372,10.626018
HYD035207,6.104437,28.288387,4.728743,9.810013,22.19411,34.169196,16.564879,20.346834,15.759061,9.878105,0.0,3.404602,15.591057,,26.034752,15.575114,10.054645,13.233392,22.739437,4.187813
HYD006791,5.436772,25.778907,4.208652,6.405411,19.68463,31.659716,14.055399,17.837354,12.354459,9.354169,4.257665,0.0,13.081577,,23.525272,12.864101,9.530709,10.708634,19.334835,0.783211
HYD004491,15.599121,22.206765,16.890639,9.611197,16.713428,22.859074,2.943457,9.047398,5.423213,20.498028,16.939651,12.681987,0.0,,15.586343,13.471624,20.46595,13.669783,7.513602,13.465198
HYD004397,16.81726,29.164187,12.821369,6.699528,23.48594,28.966845,9.900879,16.004819,2.420467,13.708588,15.600875,12.275292,8.065794,0.0,21.694114,6.566113,13.676511,6.764272,8.493489,11.418694
HYD034852,24.588288,12.121909,27.017698,23.865618,10.011551,9.215973,13.588705,7.470405,20.92815,32.163215,27.066711,22.809046,16.07595,,0.0,27.751397,32.339755,27.949556,19.806412,23.592257
HYD035530,17.095846,33.665906,11.165738,7.331169,27.571629,35.133838,16.067871,22.171812,8.237756,10.84275,15.879461,12.553878,14.027042,,27.861107,0.0,10.810673,3.898434,14.226052,11.69728
HYD006611,14.104173,35.059622,5.889856,10.632969,28.965345,40.786434,22.20195,26.936316,14.933755,0.536289,10.795494,10.175836,19.633562,,32.651991,10.991425,0.0,7.388068,21.054662,10.736354
HYD005702,15.751537,33.0698,9.177284,6.560487,26.975523,36.203562,17.137596,23.241536,9.307481,7.364005,13.954713,11.20957,14.842498,,28.930831,5.365151,7.331927,0.0,15.428387,10.352972
HYD005340,22.81676,28.073872,20.36352,13.295343,23.382381,27.275199,9.61241,15.390314,8.379208,21.250739,23.143026,19.64998,8.126334,,20.002468,13.667578,21.218661,14.306423,0.0,18.960845
HYD034868,5.689746,26.031882,4.45501,6.658386,19.937605,31.912691,14.308374,18.090329,12.607434,9.600527,4.504023,1.147779,13.334552,,23.778247,13.117076,9.777067,10.961608,19.58781,0.0
