poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD035354,Star Bazar,Shopping,17.4684949,78.481664,14014153394
HYD005529,Pai,Shopping,17.398979200000003,78.48158102,2847634526
HYD004584,new look dress wear,Shopping,17.439241,78.4369157,12639952973
HYD035226,Q Mart,Shopping,17.4266813,78.4384278,11846367658
HYD009436,TNR Northcity Mall & Multiplex,Shopping,17.503134799999998,78.47747678,10172786336
HYD007024,Padmavathi hardware shop,Shopping,17.5275849,78.2677505,4009677229
HYD035200,More,Shopping,17.3290591,78.5826868,2725394138
HYD009353,Centro by Reliance,Shopping,17.4418221,78.3619375,7654917353
HYD004441,Ramdev Readymade Selection,Shopping,17.42117,78.5648357,3317426080
HYD005313,Aman Kirana Shop,Shopping,17.465501,78.426204,2249914640
HYD004434,Priyanka Cloth Store,Shopping,17.5159372,78.4467057,3598285975
HYD005178,United Associates,Shopping,17.388128,78.4637211,3612562750
HYD035409,jockey showroom,Shopping,17.3487653,78.5084056,3205677844
HYD034850,Royal Xerox and Stationary,Shopping,17.4185482,78.4625215,1309503677
HYD034706,centro,Shopping,17.358836,78.5438843,13366659821
HYD005216,The Body Shop,Shopping,17.4192461,78.4482913,2126214167
HYD035413,mahila super market,Shopping,17.3304528,78.575969,7247052438
HYD035081,BhagyaLakshmi general store,Shopping,17.4964439,78.4057461,2417812454
HYD009159,One gram gold jewelry store,Shopping,17.3778836,78.4724091,308779604
HYD035079,Balaji grand bazar,Shopping,17.368543533333334,78.42945045,10277918618
HYD007031,Sri Geeta Plywood & Hardware,Shopping,17.4689486,78.4271444,5759759161
HYD006594,Feather light furnitures,Shopping,17.4173898,78.4574506,11481595858
HYD004598,womens clothing,Shopping,17.5018431,78.4260372,2028554629
HYD004432,Peter England,Shopping,17.4764319,78.5669255,3164363653
HYD009457,vigneshwara silks,Shopping,17.36040794,78.54387234,13366696880
HYD009424,SMR Vinay Metro Mall,Shopping,17.4946027,78.35488088,3205667405
HYD004335,KADHI TRENDS,Shopping,17.4779883,78.5610481,978107725
HYD035431,vijetha super market,Shopping,17.514259,78.4528678,11484769464
HYD004245,Blue House Fashions,Shopping,17.4860362,78.3870828,2249764830
HYD004373,Looks,Shopping,17.4026497,78.4617154,2177311064
