poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD000589,KS Bakers,Food,17.441682,78.3579946,1753608432
HYD000678,Treat Time Bakers,Food,17.4447778,78.3876968,1042264818
HYD005802,Fast Food,Food,17.4939601,78.3927698,1427606373
HYD033676,Paaka Organic Cafe,Food,17.4736881,78.2970565,2225276959
HYD001788,Ali Cafe,Food,17.4542841,78.4109675,2249841585
HYD033595,Mayabazar,Food,17.4609913,78.50074868,3207183147
HYD033427,Gundamma Gaari Ruchulu,Food,17.3667294,78.5399284,2255887223
HYD034087,subway,Food,17.3735384,78.4111355,12318345198
HYD005249,Santosh Kirana & General Store,Food,17.4844097,78.3073846,2225419766
HYD033302,Charcoal Bbq,Food,17.4475331,78.3918768,1302063229
HYD033754,Ramus tiffins amd roti center,Food,17.4945393,78.3212228,4169678451
HYD033366,Eat Well,Food,17.4917874,78.3977643,7686809427
HYD005799,Dunkin',Food,17.4526175,78.3632614,13350856584
HYD003752,INOX Leisure,Entertainment,17.4792324,78.4175627,12285163484
HYD000511,Bakers Q,Food,17.3678504,78.5398958,1602512764
HYD001926,Karma Kaapi,Food,17.4483027,78.6368688,3598311102
HYD033471,Hotel Sweekar,Food,17.3529835,78.5068224,312780869
HYD005696,Burger King,Food,17.4191639,78.4486928,2126214169
HYD005026,Balaji Sweets,Food,17.4084438,78.5567565,310445680
HYD033851,Southern Spice,Food,17.4271464,78.4443444,1948596024
