poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD034828,Keerthana stationary,Shopping,17.523134,78.418815,7679973472
HYD004596,varamaha laxmi store,Shopping,17.4893958,78.6012441,6390373725
HYD005074,Vasireddy Swagruha Foods - Ruchi Caterers,Food,17.4970934,78.3594826,11037057315
HYD004232,Avvari,Shopping,17.4453893,78.386632,1042264821
HYD034093,swagath grand,Food,17.48230956,78.55344948,10062816481
HYD033740,R Royal Bawarchi Restaurant,Food,17.417565,78.631319,3598303596
HYD001874,Coronation Cafe,Food,17.4059762,78.4652407,3612571456
HYD005836,Jowar Roti Point,Food,17.4203025,78.5163811,2234275630
HYD035263,Ratnadeep Supermarket,Shopping,17.4172233,78.4105069,4173954967
HYD000636,Om Bakers,Food,17.4899824,78.3142129,4328527166
HYD035207,More,Shopping,17.5173431,78.38144516000001,10208581531
HYD006791,redsox,Shopping,17.49549882,78.3965094,2425535835
HYD004491,Shilpa,Shopping,17.4089646,78.4508183,3612572966
HYD004397,Max,Shopping,17.4093366,78.3985313,13383353457
HYD034852,Sameeksha Stationery,Shopping,17.4192171,78.5652832,310444470
HYD035530,Tea Time,Food,17.4226765,78.3478279,6749847615
HYD006611,Lalita Furniture,Shopping,17.488449,78.3139648,6151784939
HYD005702,CIE Canteen,Food,17.4458955,78.3500333,1580588244
HYD005340,More,Shopping,17.3636988,78.4235589,4245900844
HYD034868,Stationery Centre,Shopping,17.49459024,78.39272738,760461434
