poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD032337,Rehoboth House of Prayer,Religion,17.48312236,78.39499968,1987984277
HYD032487,Sri Ashtasakhi Radha Krishna Devasthanam,Religion,17.48815334,78.5009448,2221878104
HYD032019,Hanuman Temple,Religion,17.41184016,78.44926474,7712559992
HYD032392,Saint Thomas Church,Religion,17.490282642857146,78.32753208571428,4193325804
HYD032681,gajjalamma temple,Religion,17.4100498,78.4641532,739159542
HYD032114,Khair unnisa masjid,Religion,17.383572,78.50325332000001,2240855556
HYD032720,mahalakshmi  temple,Religion,17.46301402,78.56233266000001,2796376541
HYD031797,AYYAPPA TEMPLE,Religion,17.3491816,78.5285059,2244374623
HYD032330,Ramalayam Temple,Religion,17.48727076,78.53679834,1001548847
HYD032816,venkateshwara temple,Religion,17.505842,78.4249078,4210184648
HYD032156,Maisamma Temple,Religion,17.4441516,78.4692607,4614442660
HYD032830,جامع مسجد عثمانیہ صرفخاص پلٹن,Religion,17.3721694,78.499711,3157345108
HYD032008,Hanuman Temple,Religion,17.4683283,78.4263539,5759759153
HYD032402,Saraswathi temple,Religion,17.3701321,78.5465813,1596680022
HYD032198,Masjid e Saliheen,Religion,17.3659597,78.4980554,12367016084
HYD032104,Kanaka Durga Temple,Religion,17.434531583333335,78.44762159999999,7244300080
HYD032556,Sri Venkateshwara Swamy Temple,Religion,17.410174683333334,78.57311063333334,2649379971
HYD032121,Kukatpally Baptist Church,Religion,17.49751232,78.39142491999999,3602321880
HYD003722,Masjid El Salam,Religion,17.395103,78.4558436,3977560963
HYD032454,Shivalayam Temple,Religion,17.509961614285714,78.40478841428572,2783285861
