poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD004483,Sarah Designer,Shopping,17.4063713,78.4512784,309713917
HYD009360,Cine Polis,Shopping,17.400037779999998,78.55497666,12880221181
HYD006630,Sriram Interiors,Shopping,17.44193,78.5629834,7710470313
HYD005323,Heritage,Shopping,17.4424848,78.4392927,3195196230
HYD035194,More,Shopping,17.4860165,78.3132697,11486056680
HYD035293,Reliance Fresh,Shopping,17.4998168,78.5927436,2795779462
HYD034841,Narsing Stamps & Zerox,Shopping,17.4738683,78.5691165,3164348466
HYD004598,womens clothing,Shopping,17.5018431,78.4260372,2028554629
HYD035286,Reliance Fresh,Shopping,17.4891696,78.3236847,2228839216
HYD005549,Reliance Digital Electronics store,Shopping,17.4048651,78.5150566,3415837336
HYD036148,World Of Titan,Shopping,17.4342904,78.3864905,13313072586
HYD004263,CMR Fashion mall,Shopping,17.4788409,78.5590331,9780805231
HYD005142,Indian oil,Shopping,17.3953474,78.4306203,2859817829
HYD004214,4ME,Shopping,17.4403628,78.3924141,349267616
HYD005531,Pai International,Shopping,17.473122,78.5103647,5486693578
HYD007035,Srinivasa Exclusive,Shopping,17.4987485,78.3856078,6690122135
HYD005319,Centro,Shopping,17.4345238,78.3687694,7492349754
HYD004284,Cotton Expo,Shopping,17.4089176,78.461816,726154935
HYD004581,levi's,Shopping,17.47850196,78.55958211999999,978107717
HYD034862,Sri Sai Book Center,Shopping,17.329327,78.593167,3059817564
