poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD032706,jagadguru Sri sringeri sharada peetam,Religion,17.4565197,78.4241343,11038672564
HYD031915,Durgamma Temple,Religion,17.4962347,78.3944779,7904757108
HYD032047,Hanuman temple,Religion,17.392031499999998,78.51482067999999,3216871980
HYD000226,Trumpetting Elephant,Culture & Heritage,17.5209248,78.3963149,1906537100
HYD032419,Shiva Temple,Religion,17.3500661,78.5590085,3598386560
HYD000139,Golconda Jail,Culture & Heritage,17.38966198,78.39642404,7686954122
HYD032590,Temple,Religion,17.4093906,78.5571212,2236890087
HYD032628,Venkateshwara Swamy Temple,Religion,17.4587677,78.53680768000001,11050559726
HYD031929,Fareed Masjid,Religion,17.455742,78.4103625,11082456167
HYD032271,Omkareshwara temple,Religion,17.3705,78.469813,7682217647
HYD032409,Shahi Masjid,Religion,17.40054876,78.46904866,5985197262
HYD009273,Library BPHC,Culture & Heritage,17.545732525000002,78.5714249875,7678816418
HYD032202,Masjid-E-Ahmediya,Religion,17.5084043,78.6148399,7682244923
HYD032802,sri srinidhi sai baba temple,Religion,17.4961486,78.4507663,13335606938
HYD032168,Manna Full Gospel Church,Religion,17.3227065,78.4028497,4180416299
HYD009885,B.R.Ambedkar Statue,Culture & Heritage,17.4132697,78.4673984,3612575694
HYD032141,Mahakali Temple,Religion,17.4792509,78.5104135,11066460239
HYD032564,Sri Vijaya Ganapathi Temple,Religion,17.4453737,78.4616655,10961081884
HYD032159,Majid -e-Aqsa,Religion,17.3772281,78.4491295,10764943821
HYD032362,Sai Baba Temple,Religion,17.3104124,78.6758241,7691546319
