poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD032194,Masjid e Hanifa,Religion,17.3921404,78.5046083,12330556664
HYD032350,Sai Baba Kalyana Mandapam,Religion,17.4505665,78.5313687,2231827514
HYD032131,Lord Shiva Temple,Religion,17.3881266,78.5266432,2234830850
HYD032661,amma vari temple,Religion,17.4156213,78.4800923,6372012795
HYD009890,Railway Museum,Culture & Heritage,17.3886992,78.4985997,6525697108
HYD031918,EME Gurudwara,Religion,17.481421,78.5156661,2222385333
HYD032387,Saibaba Temple,Religion,17.4386502,78.4972509,3598259223
HYD032302,Pochamma Temple,Religion,17.498120339999996,78.36201181999999,2231949699
HYD031882,Church,Religion,17.4634711,78.3643788,11101162912
HYD032786,shivalayam temple,Religion,17.386481179999997,78.43968956,1321359616
HYD032691,hanuman temple,Religion,17.4980931,78.4143767,3665228583
HYD032142,Mahakali Temple,Religion,17.46048636,78.49088564000002,315072845
HYD032357,Sai Baba Temple,Religion,17.3751736,78.4620954,1320922492
HYD032648,Vijaya Mahamanthra Temple,Religion,17.559927,78.437858,3614507007
HYD000007,Sai Baba Mandir,Religion,17.4317049,78.43074102,7682824743
HYD032148,Mahankali Gudi,Religion,17.4314674,78.5282929,2236750398
HYD032113,Kattamysamma Devalayam,Religion,17.337693628571426,78.5234756,315086318
HYD031956,Ganesh temple,Religion,17.3314341,78.56948924,307061468
HYD032406,Saviour's Lutheran Church,Religion,17.3950153,78.37705378000001,3127112999
HYD032713,khadar jhanda,Religion,17.4627894,78.4713515,3670022546
HYD032768,sai mandir,Religion,17.4101073,78.4886999,3612573661
HYD036294,Hanuman Temple,Religion,17.4247413,78.5152947,11846358958
HYD032185,Masjid E Osman Zun Noorain Ahle Hadees,Religion,17.3433303,78.4555912,2852504858
HYD032478,Skandagiri Temple,Religion,17.4228483,78.5095728,2234275795
HYD032430,Shivalayam,Religion,17.3796678,78.5748885,1595306228
HYD032431,Shivalayam,Religion,17.4936354,78.3995796,2786995861
HYD031963,Golden Temple Puppalaguda,Religion,17.3997937,78.3833815,7709411689
HYD032572,St Joseph's Cathedral,Religion,17.39578716923077,78.47739868461538,2847561503
HYD032495,Sri Hanuman Temple,Religion,17.5187243,78.3053678,4189247791
HYD031873,CSI Wesley Church,Religion,17.4145262,78.498771,3612575935
