poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD003771,PVR Cinemas,Entertainment,17.4267669,78.4531002,7701119341
HYD005584,Anvaya Conventions,Entertainment,17.4179808,78.3289606,11066548221
HYD003784,Radhika Movieplex,Entertainment,17.4767375,78.5630832,11066130148
HYD003750,INOX,Entertainment,17.4195272,78.4486519,2126214181
HYD035588,vishwanadh,Entertainment,17.4947627,78.4007463,1437305503
HYD003806,Shanti Cinema Theatre,Entertainment,17.396027,78.4898863,11033838298
HYD035575,Select talkies,Entertainment,17.5114664,78.5108724,2783189128
HYD003734,Asian Mukta Cinemas (Konark),Entertainment,17.3678946,78.5243451,11987094838
HYD003779,Prasads Imax,Entertainment,17.4127019,78.4657508,11502416498
HYD003811,Shiva Parvathi Theatre,Entertainment,17.4966507,78.3969378,349020732
HYD003789,Regal Theatre,Entertainment,17.407339380000003,78.46258742,712982498
HYD003757,Lakshmikala,Entertainment,17.4673137,78.428333,3602309902
HYD003829,Tivoli Extreme Cinema,Entertainment,17.44733915,78.4923423,3147213795
HYD035563,Manuu OAT,Entertainment,17.426020135714285,78.36056374285715,4175442137
HYD005594,GHMC Multi Function Hall,Entertainment,17.539430619999997,78.2662688,7244233155
HYD005635,Sri Venkateshwara Gardens,Entertainment,17.5223288,78.4228331,11980773847
HYD003794,SVC Theatre,Entertainment,17.513403,78.2866416,4204212094
HYD005611,Meena Garden Function Hall,Entertainment,17.392991716666668,78.45227689999999,1317471668
HYD035556,High Fields Amphetheatre,Entertainment,17.413638566666666,78.34037831111111,10208881924
HYD005622,ONYX Function Hall,Entertainment,17.3391876,78.4678116,2730650849
