poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD009769,Vijaya Ganapathi Arch,Culture & Heritage,17.4120548,78.5612884,2236890259
HYD009890,Railway Museum,Culture & Heritage,17.3886992,78.4985997,6525697108
HYD035629,Tomb of Ibrahim Quli Qutub Shah,Culture & Heritage,17.393531199999998,78.39441403999999,3579910841
HYD000217,Sri Sri,Culture & Heritage,17.4165611,78.4807275,2180033515
HYD000166,DR B R Ambedkar Statue,Culture & Heritage,17.4992965,78.4518896,3151921722
HYD009893,Taramati Baradari,Culture & Heritage,17.375880600000002,78.37864641538462,8484837776
HYD000178,Gurram Jashuva,Culture & Heritage,17.4172597,78.4812606,6372012794
HYD000232,omer bhai farm house,Culture & Heritage,17.359726,78.2417418,12329984858
HYD000172,Dr. BR Ambdekar Statue,Culture & Heritage,17.4614001,78.500257,3164339022
HYD000171,Dr. B R Ambedkar,Culture & Heritage,17.4087432,78.4754594,3098625687
HYD006812,burial ground,Culture & Heritage,17.441166877777775,78.43234142222222,3393671955
HYD009622,pjr statue,Culture & Heritage,17.4127359,78.4622139,2710977507
HYD000198,NTR,Culture & Heritage,17.460627,78.5353649,7701752847
HYD009259,CRC,Culture & Heritage,17.493138,78.3912253,2705367343
HYD000157,Ambedkar,Culture & Heritage,17.450893,78.3690817,1299292645
HYD035628,Tomb of Begun Hayat Bakshi,Culture & Heritage,17.39668384,78.39699174,3579911813
HYD009739,Clock Tower,Culture & Heritage,17.4409014,78.4985547,12313694313
HYD009577,Ambedkar Statue,Culture & Heritage,17.4015138,78.5601912,9870003634
HYD009266,JNTU Library,Culture & Heritage,17.49551439285714,78.39147902857142,1427603937
HYD003847,Golden Charminar,Culture & Heritage,17.45701172,78.37714697999999,6132359363
HYD009576,Amar Jyothi Amar Jawan,Culture & Heritage,17.4938541,78.5208267,2234143057
HYD006814,graveyard,Culture & Heritage,17.3189303,78.4033971,3579900287
HYD000204,Pingali Venkayya,Culture & Heritage,17.4189819,78.4826668,2180033509
HYD002265,Raja Dhanrajgir Palace,Culture & Heritage,17.379922725925923,78.46561394814816,11046385832
HYD000170,Dr BR Abedkar,Culture & Heritage,17.4948049,78.3262355,4169678446
HYD009587,G A N RAJU Statue,Culture & Heritage,17.4039382,78.5172021,309700561
HYD009581,Ballari Raghav,Culture & Heritage,17.4214922,78.484702,5743097279
HYD000213,Sardar Sarvai Papanna Goud Maharaj Statue,Culture & Heritage,17.4161083,78.5656974,2841168861
HYD006809,Hindu samsanvakita,Culture & Heritage,17.5564132,78.3595321,671854392
HYD035631,Tomb of Sultan Muhammad Qutub Shah,Culture & Heritage,17.3959011,78.39611140000001,3579911623
