poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD005590,Clubhouse 1,Entertainment,17.47365258,78.31016966,8258501934
HYD000135,Ocean Blue Aquariums,Entertainment,17.52476266,78.37144599999999,11052663143
HYD005625,Ramaswamy Function Hall,Entertainment,17.399922659999998,78.56552166000002,2585223878
HYD035559,Lalita Kala Thoranam,Entertainment,17.3953109,78.4690741,7379950138
HYD005596,Grand Garden,Entertainment,17.3767787,78.4323172,11549175453
HYD003793,SVC Eshwar Theatre,Entertainment,17.3665498,78.4276294,11486152575
HYD005624,R.j Functioun hall,Entertainment,17.381922460000002,78.502385,11051366329
HYD003743,Cinepolis TNR North City,Entertainment,17.5028949,78.4776483,13417973262
HYD035574,SVK Amphitheater,Entertainment,17.435523,78.3604923,7010687918
HYD003751,INOX Cinema,Entertainment,17.418803,78.4484007,2126214148
HYD003784,Radhika Movieplex,Entertainment,17.4767375,78.5630832,11066130148
HYD003746,Devi,Entertainment,17.406199480000005,78.49494134,3612571623
HYD035577,Shilpakala Vedika,Entertainment,17.45145445,78.37944659583334,3602306835
HYD003744,Cinepolis-mantra mall,Entertainment,17.353660825,78.42073020000001,12025556538
HYD009900,TMC,Entertainment,17.4258803,78.4353809,11846315441
HYD035589,Jalavihar Water Park,Entertainment,17.431206916216215,78.46526257837839,3598257182
HYD003756,Kumar 70 mm,Entertainment,17.3889362,78.4962342,12045548769
HYD003786,Ram Theatre,Entertainment,17.437273299999998,78.54450283999999,4275283719
HYD003789,Regal Theatre,Entertainment,17.407339380000003,78.46258742,712982498
HYD005609,MS Function Hall,Entertainment,17.3383826,78.4533923,3612544993
HYD003770,PVR Cinemas,Entertainment,17.4233743,78.4278935,3602299800
HYD005638,V Convention,Entertainment,17.45544946,78.38479828,12098492829
HYD003804,Sensation Sunshine,Entertainment,17.40713,78.4635409,11038535684
HYD003769,Odeon complex,Entertainment,17.4054697,78.4965246,11043523508
HYD005630,SSS Gardens Function Hall,Entertainment,17.4194914,78.5799399,12029029967
HYD005617,Mudhiraj bhavan,Entertainment,17.5317543,78.2643686,2763874235
HYD035583,Vivekananda Auditorium,Entertainment,17.4106646,78.4821106,5919923775
HYD005584,Anvaya Conventions,Entertainment,17.4179808,78.3289606,11066548221
HYD003842,sree ramana,Entertainment,17.392433863636363,78.51558277272729,12704188688
HYD003781,Prashanth theatre,Entertainment,17.4395738,78.4985352,11068360058
