poi_id,name,itinerary_category,latitude,longitude,nearest_road_node
HYD001837,Cafe Coffee day,Food,17.4170067,78.5439087,10199301897
HYD005962,Subway,Food,17.4420207,78.3572301,1753608445
HYD033841,Sitara,Food,17.4071411,78.440372,3167938428
HYD009036,Famous Ice Cream,Food,17.384359,78.4747662,3167994446
HYD001872,Conçu,Food,17.4223998,78.4340276,365209277
HYD005762,Domino's,Food,17.4506384,78.3822507,11037723933
HYD006212,Momos centre,Food,17.3892034,78.4806879,14168506617
HYD005720,Catering,Food,17.4328799,78.5027438,6802776988
HYD005589,CYR Function Hall,Entertainment,17.36680554,78.39546256,7392309620
HYD003751,INOX Cinema,Entertainment,17.418803,78.4484007,2126214148
