size,route_id,source,target,dijkstra_found,dijkstra_distance_km,dijkstra_time_ms,dijkstra_nodes_explored,astar_found,astar_distance_km,astar_time_ms,astar_nodes_explored
250K,1,6248322343,13319610946,True,7.60665859075089,61.49409999488853,22830,True,7.60665859075089,24.208999995607883,4907
250K,2,2858365075,10594000011,True,6.716165294746242,188.06109999422915,59122,True,6.716165294746242,16.803400008939207,4179
250K,3,3612541576,2249775899,True,7.58218747073581,83.18009998765774,38066,True,7.58218747073581,20.23260001442395,5615
250K,4,2245995686,2222306342,True,18.429764243414425,497.83489998662844,204395,True,18.429764243414425,358.3494999911636,70164
250K,5,7679830314,2222306912,True,1.3732395547216527,3.246899985242635,1764,True,1.3732395547216527,1.082099974155426,338
250K,6,5745497483,7682350537,True,13.751677613678508,509.79549999465235,174269,True,13.751677613678508,125.6512000109069,26565
250K,7,12027549497,3612555810,True,13.820285492992763,588.4299000026658,200122,True,13.820285492992763,84.26989999134094,17021
250K,8,3598381272,7702230273,True,17.991311468411492,547.9448000260163,161040,True,17.991311468411492,269.1770999808796,45927
250K,9,3598272678,2240855219,True,13.032893130657577,351.1788999894634,114348,True,13.032893130657577,143.86650000233203,25786
250K,10,1152802410,1339459433,True,13.795827249037757,639.8010000120848,180114,True,13.795827249037757,286.30839998368174,26184
250K,11,7709770859,2247659539,True,4.592029144710644,61.731699999654666,22833,True,4.592029144710644,21.180600015213713,4058
250K,12,7701856834,4010607773,True,15.030342316010314,1219.6431999909692,156693,True,15.030342316010314,278.895299998112,32186
250K,13,2858364614,6393171731,True,5.395110401558734,164.76600000169128,37286,True,5.395110401558734,36.37230000458658,5326
250K,14,2241232934,7571899413,True,14.95512197946807,1321.0369999869727,191372,True,14.95512197946807,274.9023000069428,28474
250K,15,4308409795,6934261830,True,6.769757726109826,59.80930000077933,13155,True,6.769757726109826,13.34629999473691,2192
250K,16,4029683835,7713438192,True,14.356458714656469,826.2122000160161,139301,True,14.356458714656469,177.7775000082329,24193
250K,17,11045907088,7679279865,True,17.56059843805015,813.1066000205465,189867,True,17.56059843805015,375.61779998941347,50934
250K,18,7710834593,4206619686,True,8.8390154661754,253.37089999811724,66326,True,8.8390154661754,67.11480001104064,9698
250K,19,10244336136,11840514589,True,7.07616191060819,185.08600001223385,45107,True,7.07616191060819,38.88020000886172,5363
250K,20,316978402,7694412560,True,18.2402039309017,837.5869000155944,185602,True,18.2402039309017,446.16819999646395,55288
250K,21,9819659332,2225436048,True,21.64355500060901,869.4291000138037,179034,True,21.64355500060901,865.3179999964777,56314
250K,22,6625404466,13310615459,True,23.641337963452553,983.2758000120521,206360,True,23.641337963452553,744.2953999852762,90438
250K,23,7694869240,3612534102,True,26.709422373971485,1093.5421999893151,234540,True,26.709422373971485,857.683200010797,102228
250K,24,4021566175,2245834618,True,14.939352736602002,787.4478999874555,166540,True,14.939352736602002,164.0049999987241,21456
250K,25,7698420984,7702441539,True,13.278822107036971,937.3371999827214,182765,True,13.278822107036971,153.05110000190325,20791
250K,26,1438287580,2460272783,True,7.69108833993288,261.0448000195902,63484,True,7.69108833993288,58.29769998672418,9521
250K,27,11568664538,11846968265,True,11.769723666745545,678.2445999851916,138736,True,11.769723666745545,285.2645999810193,36548
250K,28,7712280068,11482109662,True,19.258316415817898,954.9081000150181,199353,True,19.258316415817898,544.2656999803148,63015
250K,29,11043420417,11046236898,True,9.369197423552016,449.98839998152107,76854,True,9.369197423552016,118.85669999173842,13165
250K,30,7712788811,9941815213,True,13.047297516237155,872.8296000044793,158324,True,13.047297516237155,166.99939998215996,22866
