size,route_id,source,target,dijkstra_found,dijkstra_distance_km,dijkstra_time_ms,dijkstra_nodes_explored,astar_found,astar_distance_km,astar_time_ms,astar_nodes_explored
50K,1,11158461431,4012220692,True,6.663942462174552,94.22710002399981,31692,True,6.663942462174552,18.0073999799788,4218
50K,2,312819899,13401221284,True,11.194119919290419,116.59590000635944,36554,True,11.194119919290419,107.39900000044145,15294
50K,3,2585252664,2241238410,True,8.495190068302074,190.61160000273958,42972,True,8.495190068302074,25.729100016178563,4308
50K,4,11840524019,1939290831,True,4.406033580592921,52.270299987867475,13200,True,4.406033580592921,9.45859999046661,2119
50K,5,13397459075,1596025062,True,9.269100097065515,144.57340000080876,42109,True,9.269100097065515,40.912099997512996,6625
50K,6,11868549970,13400278140,True,8.016361606592355,66.7420000245329,34729,True,8.016361606592355,41.62969999015331,7819
50K,7,6151092940,1594743896,True,8.895524922805988,69.63540002470836,23793,True,8.895524922805988,58.0476000031922,10186
50K,8,7713048831,7709635476,True,11.150975117480664,141.98420001775958,47907,True,11.150975117480664,32.832900003995746,6730
50K,9,10614373529,2859545157,True,0.9366180632817405,3.700600005686283,705,True,0.9366180632817405,1.2978999875485897,56
50K,10,1595259530,2236890255,True,5.711875809432871,87.17639997485094,14609,True,5.711875809432871,16.36900001903996,1957
50K,11,2240855473,2234830877,True,2.310106702420024,38.795000000391155,3844,True,2.310106702420024,5.6287000188604,840
50K,12,13415006113,11380887720,True,10.670627093638604,267.0495999918785,46107,True,10.670627093638604,211.15409999038093,24372
50K,13,7677243990,2236749242,True,6.019740416255278,85.63459999277256,21381,True,6.019740416255278,19.840900000417605,3471
50K,14,2240856453,11491003935,True,6.964810103114617,158.59359997557476,35162,True,6.964810103114617,55.33360000117682,8083
50K,15,12240737881,6150915532,True,8.389524299706359,85.81260000937618,23219,True,8.389524299706359,87.97480000066571,9970
50K,16,3598396122,2236890007,True,3.5832140638482524,82.00779999606311,6674,True,3.5832140638482524,19.564999995054677,696
50K,17,3612561863,7711049617,True,10.224434123880057,181.0442999994848,34671,True,10.224434123880057,135.1495000126306,14231
50K,18,2586462583,2212515593,True,11.709266256248412,175.87859998457134,45931,True,11.709266256248412,78.02210000227205,13399
50K,19,13900538230,11868094431,True,2.5679170575120716,33.06739998515695,8006,True,2.5679170575120716,6.35459998738952,973
50K,20,12115098699,13149474300,True,4.401203081141689,34.92990002268925,8457,True,4.401203081141689,49.822800006950274,3737
50K,21,2240856657,2586434369,True,8.898122605702449,164.8298999934923,39310,True,8.898122605702449,63.041599991265684,9945
50K,22,4191358038,2236748046,True,6.682733397982215,61.641400010557845,15923,True,6.682733397982215,36.60479999962263,6206
50K,23,11873734065,1596025182,True,10.661534696488118,172.89159999927506,43882,True,10.661534696488118,88.31210000789724,12656
50K,24,1595246448,6829340245,True,8.420921053951545,94.53050000593066,27135,True,8.420921053951545,46.79550000582822,8265
50K,25,1595338599,4209020163,True,9.967136137419287,127.01500000548549,30076,True,9.967136137419287,64.67399999382906,7345
50K,26,2234831586,8072331756,True,5.3473560816774794,117.9792000039015,21559,True,5.3473560816774794,15.202399983536452,2500
50K,27,2245835653,660139957,True,6.36574632950206,41.27130002598278,11550,True,6.36574632950206,27.426699991337955,4703
50K,28,13369422041,3612553377,True,2.9926108558550175,15.214800019748509,4733,True,2.9926108558550175,10.329399985494092,1210
50K,29,1594812956,11840643625,True,3.2550804586925426,21.474000008311123,6208,True,3.2550804586925426,10.735000018030405,1648
50K,30,2805343846,1520914971,True,6.326961231961224,225.01069999998435,16898,True,6.326961231961224,51.498199987690896,6105
