size,route_id,source,target,dijkstra_found,dijkstra_distance_km,dijkstra_time_ms,dijkstra_nodes_explored,astar_found,astar_distance_km,astar_time_ms,astar_nodes_explored
100K,1,3998481616,1596097249,True,11.555175012351047,96.28609998617321,81998,True,11.555175012351047,56.65919999592006,26680
100K,2,2241238540,660116068,True,9.354831326532484,80.03149996511638,63359,True,9.354831326532484,19.583299988880754,9243
100K,3,2593875280,6150804680,True,8.515842736216095,91.508699930273,68457,True,8.515842736216095,16.896700020879507,7218
100K,4,7680080587,2225281676,True,14.492028178025498,125.55660004727542,83848,True,14.492028178025498,52.96120001003146,25106
100K,5,13368900278,7246509961,True,4.687451581733316,19.203400006517768,15900,True,4.687451581733316,3.641100018285215,1912
100K,6,3249116312,13380829245,True,14.642768334719483,94.61809997446835,73916,True,14.642768334719483,58.69430000893772,25063
100K,7,11043456018,4019466739,True,5.70867547300046,26.6289000865072,24072,True,5.70867547300046,13.985600089654326,6851
100K,8,7709840022,3598387463,True,12.108589714758914,93.17010000813752,71572,True,12.108589714758914,37.48520009685308,17825
100K,9,1596679940,312810341,True,3.5457274037004485,15.713200089521706,13537,True,3.5457274037004485,2.9007999692112207,1386
100K,10,1437371646,2243961209,True,13.024288184149626,90.84570000413805,81445,True,13.024288184149626,62.54710000939667,30121
100K,11,2245835067,2231827225,True,14.258683578290638,118.41520003508776,89774,True,14.258683578290638,78.39380006771535,35638
100K,12,7713503463,2243963278,True,14.379002866643859,130.312200053595,92984,True,14.379002866643859,60.99160003941506,29284
100K,13,7571886883,6884627364,True,17.752039410166084,104.30600005201995,85934,True,17.752039410166084,61.01569999009371,29805
100K,14,3216871989,2245995288,True,8.608263131439186,80.53969999309629,58125,True,8.608263131439186,20.934299915097654,10577
100K,15,12017138664,12898732304,True,4.773891403721447,14.34640004299581,14506,True,4.773891403721447,4.685099935159087,2032
100K,16,3598382021,2243961925,True,7.324241188573002,25.19630000460893,21353,True,7.324241188573002,13.14040005672723,5865
100K,17,3612554453,7710064288,True,15.019703210671409,121.02199997752905,91483,True,15.019703210671409,66.29180000163615,32611
100K,18,3626203840,1277837906,True,11.377326834746734,113.21900004986674,87880,True,11.377326834746734,20.538600045256317,9402
100K,19,13964353659,2234499224,True,8.553535319551766,94.29060004185885,70989,True,8.553535319551766,28.23469997383654,13700
100K,20,12872717562,3598398127,True,13.403700487816833,97.7913000388071,81970,True,13.403700487816833,53.02110000047833,27002
100K,21,3154115146,4203779929,True,12.378247479975107,77.98219996038824,66222,True,12.378247479975107,45.66649999469519,20911
100K,22,2234141732,2241234749,True,10.248559131866996,77.42159999907017,66994,True,10.248559131866996,22.67129998654127,10995
100K,23,2236282245,3598390915,True,7.757318922100909,55.59569993056357,49928,True,7.757318922100909,12.069899938069284,6190
100K,24,3678732389,3598303190,True,9.581915347988772,56.066100019961596,45822,True,9.581915347988772,19.134499947540462,10028
100K,25,1568523154,3598265137,True,1.931006526220997,2.7191999834030867,2610,True,1.931006526220997,1.208100002259016,695
100K,26,3202557398,7713676890,True,11.9550657377637,93.82400009781122,80125,True,11.9550657377637,49.27440010942519,23284
100K,27,11521142928,11830240078,True,5.062719693278514,34.6245999680832,28138,True,5.062719693278514,7.6908000046387315,4155
100K,28,13343940706,3612573850,True,3.2678810530907088,9.010200039483607,7031,True,3.2678810530907088,4.155599977821112,1689
100K,29,7279475580,2584876428,True,8.979777003525546,80.31640003900975,50265,True,8.979777003525546,40.83640000317246,10503
100K,30,3598303203,1334378666,True,6.70788585902747,37.96139999758452,35069,True,6.70788585902747,11.760599911212921,6217
